Feature,COANC_B01-T0-1_neg_4282025_018,COANC_B01-T0-1_neg_4282025_019,COANC_B01-T0-1_neg_4282025_020,COANC_B01-T0-2_neg_4282025_021,COANC_B01-T0-2_neg_4282025_022,COANC_B01-T0-2_neg_4282025_023,COANC_B01-T1-1_neg_4282025_024,COANC_B01-T1-1_neg_4282025_025,COANC_B01-T1-1_neg_4282025_026,COANC_B01-T1-2_neg_4282025_027,COANC_B01-T1-2_neg_4282025_028,COANC_B01-T1-2_neg_4282025_029,COANC_B01-T2-1_neg_4282025_030,COANC_B01-T2-1_neg_4282025_031,COANC_B01-T2-1_neg_4282025_032,COANC_B01-T2-2_neg_4282025_033,COANC_B01-T2-2_neg_4282025_034,COANC_B01-T2-2_neg_4282025_035,COANC_B01-T3-1_neg_4282025_036,COANC_B01-T3-1_neg_4282025_037,COANC_B01-T3-1_neg_4282025_038,COANC_B01-T3-2_neg_4282025_039,COANC_B01-T3-2_neg_4282025_040,COANC_B01-T3-2_neg_4282025_041,COANC_B01-T4-1_neg_4282025_042,COANC_B01-T4-1_neg_4282025_043,COANC_B01-T4-1_neg_4282025_044,COANC_B01-T4-2_neg_4282025_045,COANC_B01-T4-2_neg_4282025_046,COANC_B01-T4-2_neg_4282025_047,COANC_B01-T5-1_neg_4282025_048,COANC_B01-T5-1_neg_4282025_049,COANC_B01-T5-1_neg_4282025_050,COANC_B01-T5-2_neg_4282025_051,COANC_B01-T5-2_neg_4282025_052,COANC_B01-T5-2_neg_4282025_053,COANC_B01-T6-1_neg_4282025_054,COANC_B01-T6-1_neg_4282025_055,COANC_B01-T6-1_neg_4282025_056,COANC_B01-T6-2_neg_4282025_057,COANC_B01-T6-2_neg_4282025_058,COANC_B01-T6-2_neg_4282025_059,COANC_B01-T7-1_neg_4282025_060,COANC_B01-T7-1_neg_4282025_061,COANC_B01-T7-1_neg_4282025_062,COANC_B01-T7-2_neg_4282025_063,COANC_B01-T7-2_neg_4282025_064,COANC_B01-T7-2_neg_4282025_065,COANC_B02-T0-1_neg_4282025_068,COANC_B02-T0-1_neg_4282025_069,COANC_B02-T0-1_neg_4282025_070,COANC_B02-T0-2_neg_4282025_071,COANC_B02-T0-2_neg_4282025_072,COANC_B02-T0-2_neg_4282025_073,COANC_B02-T1-1_neg_4282025_074,COANC_B02-T1-1_neg_4282025_075,COANC_B02-T1-1_neg_4282025_076,COANC_B02-T1-2_neg_4282025_077,COANC_B02-T1-2_neg_4282025_078,COANC_B02-T1-2_neg_4282025_079,COANC_B02-T2-1_neg_4282025_080,COANC_B02-T2-1_neg_4282025_081,COANC_B02-T2-1_neg_4282025_082,COANC_B02-T2-2_neg_4282025_083,COANC_B02-T2-2_neg_4282025_084,COANC_B02-T2-2_neg_4282025_085,COANC_B02-T3-1_neg_4282025_086,COANC_B02-T3-1_neg_4282025_087,COANC_B02-T3-1_neg_4282025_088,COANC_B02-T3-2_neg_4282025_089,COANC_B02-T3-2_neg_4282025_090,COANC_B02-T3-2_neg_4282025_091,COANC_B02-T4-1_neg_4282025_092,COANC_B02-T4-1_neg_4282025_093,COANC_B02-T4-1_neg_4282025_094,COANC_B02-T4-2_neg_4282025_095,COANC_B02-T4-2_neg_4282025_096,COANC_B02-T4-2_neg_4282025_097,COANC_B02-T5-1_neg_4282025_098,COANC_B02-T5-1_neg_4282025_099,COANC_B02-T5-1_neg_4282025_100,COANC_B02-T5-2_neg_4282025_101,COANC_B02-T5-2_neg_4282025_102,COANC_B02-T5-2_neg_4282025_103,COANC_B02-T6-1_neg_4282025_104,COANC_B02-T6-1_neg_4282025_105,COANC_B02-T6-1_neg_4282025_106,COANC_B02-T6-2_neg_4282025_107,COANC_B02-T6-2_neg_4282025_108,COANC_B02-T6-2_neg_4282025_109,COANC_B02-T7-1_neg_4282025_110,COANC_B02-T7-1_neg_4282025_111,COANC_B02-T7-1_neg_4282025_112,COANC_B02-T7-2_neg_4282025_113,COANC_B02-T7-2_neg_4282025_114,COANC_B02-T7-2_neg_4282025_115,COANC_QC_neg_4282025_005,COANC_QC_neg_4282025_006,COANC_QC_neg_4282025_007,COANC_QC_neg_4282025_008,COANC_QC_neg_4282025_009,COANC_QC_neg_4282025_010,COANC_QC_neg_4282025_011,Extraction-blank_neg_4282025_003,Extraction-blank_neg_4282025_004,Extraction-blank_neg_4282025_067,Extraction-blank_neg_4282025_116,Extraction-blank_neg_4282025_168,Extraction-blank_neg_4282025_217,Instrument-blank_neg_4282025_001,Instrument-blank_neg_4282025_002,Instrument-blank_neg_4282025_066,Instrument-blank_neg_4282025_118,Instrument-blank_neg_4282025_167,Instrument-blank_neg_4282025_219
663.317981 @ 139.9399983056414,37075.49336,36917.54851,35838.51548,45102.71094,44107.34299,43760.82785,34072.8439,30999.92097,31573.23786,36579.82833,36230.90592,35850.35436,31982.437,30834.98497,30206.90521,33618.01286,32951.10506,25313.90487,30237.49095,32352.51415,16983.25145,26168.58211,24123.5486,26341.74944,34693.06003,33638.67366,32247.67454,38385.42755,37287.40247,34570.35357,26742.83548,26792.7694,25580.62483,47411.22263,48861.51291,50026.91859,44782.79735,42807.49813,43850.97606,34900.03765,34781.23562,33124.73905,21251.01308,29124.95116,17457.35968,27920.9972,29718.36286,28455.76083,31096.40752,28536.7679,27595.6889,30210.19197,30549.26163,28193.28153,18039.70307,16512.56506,13252.2104,32085.25535,28281.28255,31500.15419,31324.61423,21339.89881,29549.31731,43777.07438,44622.56983,42258.43363,19898.58355,20497.3006,20801.30969,31213.46851,33492.36324,31238.15672,34831.32283,33949.62984,33819.01503,29984.54509,31826.11853,16468.23439,24197.35991,22256.63508,21627.08527,40967.78304,42125.34542,42817.19436,36038.40272,37381.61693,38764.23907,40650.36897,40093.25883,39991.73848,38202.54372,39956.17956,37364.5992,50391.70451,51420.48291,52496.32838,28442.96913,33457.87887,34416.4837,34552.02433,32496.75121,35174.56472,33750.91791,0,0,0,0,0,0,0,0,0,0,0,0
663.3288577 @ 481.0135389831932,4676.861571,5799.129425,4733.524157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147101.3278,146753.3488,141204.142,0,233.0461287,679.0939113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38688.33617,0,0,0,0,0
663.3677208 @ 245.2869841524186,49129.02404,50860.77944,48297.31755,54472.10621,54512.89941,53931.98721,37288.43839,39566.69887,38437.28363,35734.53589,34115.65954,34264.93739,33874.91569,32151.75897,31665.86987,48534.15286,45230.66893,47768.65905,27385.95016,29589.0409,29236.6799,26507.40931,26435.5924,26125.61516,38579.17494,38552.27269,39706.73048,42428.7547,42814.99871,45683.81545,34055.04884,35470.11397,24967.23777,48413.50184,50927.92654,50871.47514,42135.69025,42310.25253,40217.79094,38217.76223,39300.58449,39049.94003,28731.51918,25442.70679,27187.00108,31535.59567,32977.33193,30465.86805,29203.8939,27952.59781,26344.24562,36393.68705,35709.58124,35834.69035,16911.59783,15950.57242,16755.61454,28781.19961,27168.77357,24970.41496,12408.8709,17526.51699,18661.54391,37055.11781,37963.68554,39640.15423,25232.35772,25267.47375,26318.73867,35946.3614,38410.02015,36365.85245,31168.41051,31579.88356,31798.50602,35584.71122,37556.11273,32800.87006,17229.98233,18584.54611,18295.71045,24299.29561,14628.45474,26378.38923,37083.13401,38741.44431,37340.03241,23658.28317,24246.41701,24660.41323,51667.51562,51903.6788,49961.24941,32446.17087,32377.52388,34554.95742,37092.03849,35474.04278,37146.50723,36499.43935,37839.62348,39409.67193,38112.18302,0,0,0,0,0,0,360.2258442,0,0,0,0,0
663.450845 @ 739.180914094168,9996444.929,9949656.744,9802424.814,11435875.36,11630892.22,11640083.76,10233913.78,10202876.98,10099559.8,10085749.02,10020327.6,10378107.47,13318302.28,12991985.49,12756634.45,12395861.59,12229884.95,12170888.52,10504932.93,10294160.02,10490925.75,17692547.05,17779844.35,17617138.78,10519436.66,10216857.47,10500249.37,10714349.78,10683887.43,10819657.57,12474365.46,12607734.12,12669026.94,13095155.18,13140457.8,13325857.32,13210997.09,13525770.22,13066832.88,12374148.21,12673843.8,12676250.71,13150838.47,13283481.8,12557953.72,11954343.26,11640223.98,11479026.53,10360122.44,9456546.581,9216635.482,10255256.53,9888523.563,9598500.718,11022404.44,10721099.05,11099707.79,11763975.57,10919805.22,11177356.86,11800276.71,11862788.5,10382530.44,9855704.099,9688566.848,9917801.26,11572149.59,11226297.25,11402802.16,10972918.53,11013096.87,10682002.76,9022211.44,8878517.188,8923644.641,12933007.63,13451253.2,12967601.55,10882257.33,10912942.71,10979216.01,12588589.54,12499780.15,12571365.24,11677349.92,11794377.49,11583172.01,12685825.6,12796108.79,12631024.96,15085738.26,15044440.61,15189518.02,14302226.54,13965664.41,14845795.08,10173754.58,10175442.8,10581634.37,10625654.74,10551646.13,10671756.67,10629580.62,6052966.625,6995474.962,8945892.413,9306608.655,9817777.302,10277673.17,11748027.06,1657509.739,2419088.498,2109517.676,1945651.643,1775924.458
663.4851062 @ 607.7599936443851,39741.86132,36040.72017,37359.39126,43817.31734,42200.74896,44528.12502,43243.47311,41015.39979,41625.4435,31841.98654,31229.79364,33030.50118,47409.88686,47130.89425,48815.23786,52553.82114,51326.08632,52845.20355,42250.26855,44029.57503,43748.80907,55541.22669,56687.47488,56024.54404,45470.11943,44791.93314,44358.00034,38041.81723,37907.94175,40229.83209,43075.78187,43888.1368,45393.19326,52390.9772,53882.98427,52515.29053,39868.87116,39092.02816,38746.87982,36166.09068,36205.40378,37602.85045,53960.74146,58841.94445,53592.74077,49972.59395,47867.75996,47490.59223,42744.75449,38493.86993,35515.26976,34695.18644,31299.6635,31400.58471,33355.17015,32020.19606,31791.79557,35682.69158,31002.33563,30714.75547,42609.9599,40294.03475,32735.81902,37438.20464,32085.18443,15707.10712,39379.10779,38233.0384,35952.21496,29291.26973,30640.05087,29150.55423,35496.11022,35349.42215,35050.65139,36901.86827,37213.28116,22780.1515,42071.36315,38731.7088,38485.79842,36131.46189,34708.60988,34436.22137,39984.11882,40565.67314,39506.5534,42705.86713,41163.52412,41582.37686,39256.88081,37894.29937,38674.65579,45244.95146,45634.79694,48620.15362,28889.56442,28268.49549,28039.57797,31492.90173,30317.26808,30770.63511,31064.67655,8769.097062,14397.86747,19903.27682,17122.95951,16295.05142,14640.97204,34235.81105,0,0,0,0,0
664.1308613 @ 739.2166597565554,14380.47633,16595.27483,7153.584091,43498.19129,41128.28785,42354.65729,41251.19409,29407.25009,43016.18122,34514.60142,29296.215,33368.65936,53082.36393,61303.55391,55329.63946,18607.18904,32366.52981,15653.12213,1917.233912,7592.326986,9570.659816,91576.3964,92497.46919,85176.24156,35091.68586,5652.10044,22489.49584,17751.47671,17597.20786,20767.53524,24942.31764,23529.64601,31644.08766,12088.34694,43091.75852,45508.81079,44005.57724,17279.93226,38601.55395,44360.95199,39267.6194,40037.21671,14915.46652,35502.69725,12232.50709,33165.12786,29980.20726,23441.03275,20537.72542,1759.473439,3197.543608,17437.11598,22334.45493,22806.888,27197.62048,29203.06205,18660.61254,34383.52123,29367.42673,18821.00521,6254.693343,5616.495936,1913.369985,1517.994197,4329.910374,4829.537583,23411.28043,27943.70952,15239.67215,11085.78843,3597.091318,1890.479801,2711.87646,2907.700952,2901.722322,14150.25491,26840.16369,18569.59609,17370.16881,16639.64557,2101.798191,41775.48257,37041.53929,26029.03851,22062.40803,31582.48171,20634.31161,10491.01163,12781.17023,10820.9823,36964.20108,28407.94155,31313.00745,16412.9018,31084.96241,21405.77382,35176.09475,43069.19498,35386.03131,45802.598,29842.82188,38400.695,34791.62752,16539.47783,20919.34721,17750.50742,14453.98729,1598.389332,12823.90999,2089.128802,0,0,524.7902933,0,0
664.2724751 @ 251.2360679120309,24493.9851,9409.951155,24295.47887,24842.40686,23378.83513,23487.1603,10304.46057,15021.40245,14662.86684,25309.99543,26023.72184,25941.89323,27390.18745,24562.28049,23889.60068,30602.68361,29270.01539,29015.67971,19641.35885,21837.56375,19844.5965,26804.64483,27418.98097,28857.77643,19850.67868,20286.01978,22069.77192,24073.75313,23061.83334,19690.1112,16289.60053,18603.25084,20066.31977,28728.74187,33046.89585,30652.70042,33237.63376,34175.08298,30776.59867,29546.7677,29795.76568,30549.11858,27544.79128,29831.4239,28062.34329,31241.80275,29514.56314,31627.96136,22162.88683,19471.28767,20308.39331,23541.57853,21807.31486,15722.07252,21426.08442,19994.91217,23240.96391,18167.20751,14811.34205,14576.96488,17877.31562,5519.515911,16453.94537,23485.18509,23370.03009,24481.2433,14405.25499,23473.00776,15765.92067,16568.4886,9978.720952,21003.07423,23137.25989,22191.57329,23203.67477,23329.50594,23588.05296,21600.72684,19970.95457,18544.07878,20159.18621,10212.49602,13799.47047,9520.995237,25303.3157,23296.33852,20635.71434,30556.30641,28499.1491,25177.78502,23370.53782,23165.49907,23844.76037,9165.874937,18399.68271,14921.74913,23226.88681,24695.95581,23816.54508,23957.11557,24097.05575,24994.89473,24377.8645,0,0,0,0,0,0,0,0,0,0,0,0
664.3108483 @ 145.0083163016273,38977.00949,40007.67673,37598.99101,7182.190164,48816.08826,42007.57627,24294.53875,25386.59418,20099.45655,30044.50419,24518.94821,54599.53911,45294.82483,24231.46616,43292.08727,68620.45336,41441.06608,62816.63559,33116.33238,21144.50917,36750.81028,38007.16305,18646.26966,23941.77712,12538.55159,31915.19262,31323.84631,33133.5969,46750.13874,22984.13129,38673.09328,29407.68075,39072.41497,25171.33858,36045.6033,36940.4365,13105.0433,59415.71787,28120.73709,8415.250794,23800.84542,20736.29675,18538.95624,44986.8466,29509.1942,13213.16282,12743.3812,13089.26185,32638.95179,32331.66535,29849.35144,25110.19552,32607.43468,30846.59536,54063.58928,36705.16306,30322.10629,14561.29412,18824.6286,11980.03615,19263.8815,5348.683377,55003.44402,21757.99006,47962.69961,65403.12783,64698.60253,54174.3591,29151.57595,33612.84028,46953.08467,63516.98384,34703.90017,36240.84225,38157.33185,25604.72024,3373.402877,20367.14587,25411.06531,45197.38965,33485.765,27964.34516,18375.50459,16872.40505,26304.08355,24084.42185,17900.20146,50968.1535,34770.53993,43719.19807,13943.25351,1286.531932,10732.74478,26305.22442,13724.65434,9650.604064,57020.67192,61978.26627,56894.01165,59175.56448,58613.89591,58735.7874,58656.31081,0,0,0,0,0,0,0,0,0,0,0,0
664.3272438 @ 203.9194916905873,30494.43991,22708.85467,27727.90438,57384.27437,52131.55768,58032.74624,47841.30914,50095.04151,47848.96458,21316.05577,55126.00204,21666.79534,21638.31368,52498.84536,52744.31769,62445.09965,36702.44564,38124.37619,30115.60791,37068.3032,28521.96621,66245.05075,68108.2401,68245.59612,27619.14369,24955.16493,36497.77991,25253.42436,26629.95057,23158.80999,71646.03471,73149.83327,68098.90929,77796.64395,81080.06442,76380.06182,22785.93789,66856.26254,60217.45448,53875.48163,54040.04075,50265.71408,23089.99819,28837.91555,36701.41435,57424.49879,29530.18309,26413.24861,18769.02984,16791.68374,16526.99143,43320.25829,8230.685905,11108.06045,48763.19444,33776.19462,52342.33867,46492.02763,44715.40086,45220.60138,18893.05346,9414.272167,26035.15727,38601.44991,19275.55383,27429.11856,21348.11635,21661.49764,50628.89094,21278.03164,22375.46167,22966.79813,23624.4206,19667.25489,18701.1079,43710.13002,17503.72388,5391.815763,23182.10627,26576.77558,20878.33909,21182.87979,55892.99454,15734.28845,32591.83461,33779.36258,20588.97494,19317.96914,11979.4931,16757.73897,9469.354909,4869.90934,15772.68062,21295.63463,27119.90246,40245.06008,57572.34061,54174.65557,58820.51382,59386.06801,54522.15262,56926.06736,55794.38544,0,0,0,0,0,0,0,0,0,0,0,0
665.3091994 @ 131.8656172548349,33053.43872,36052.05433,35523.56366,39603.68546,37713.58966,38450.56209,33481.26163,32155.22521,31253.16299,29037.01182,30801.65525,32872.92503,31868.36102,33334.87192,33109.25788,41383.35636,41090.74992,42550.94581,33591.44368,36894.67444,36103.34807,35654.87877,36565.10868,32854.26198,40702.82232,41879.01869,44434.02556,29356.2977,28519.21016,28525.12729,45897.96226,43953.12455,46780.21539,47973.82672,49813.16779,52232.91971,35891.9726,32199.63405,36293.6721,29239.74724,29650.66662,27556.0911,37909.62566,41402.8423,39983.18658,33048.93849,33559.67869,33465.23866,31954.24932,33161.6722,28517.93776,25940.06543,28064.34102,25588.16627,23833.82952,25193.7272,23926.41429,31695.88806,30961.97097,29881.88962,28834.67392,26957.65508,32970.49163,29472.79606,32498.42878,33481.44957,29530.54607,26215.11374,23944.94258,32109.33953,31330.16066,31161.35747,25021.76949,30654.97673,28333.22324,22183.07291,25348.90938,24650.63717,28076.20625,24932.63189,28489.95275,26306.20912,27836.7317,27982.1561,38320.79735,37968.34301,41734.59075,28388.28644,27159.36316,28971.88482,39231.69525,41713.16917,35692.24092,59544.38264,57759.50212,58593.64088,35224.41471,31585.83397,34054.20302,33806.22575,34229.58531,36341.10081,34257.0322,0,0,0,0,0,0,0,0,0,0,0,0
665.3259113 @ 327.3137818989414,19185.09366,12046.9241,5427.259439,29464.77625,29642.58015,30558.13517,19693.44183,17995.2705,19571.11745,31377.5406,30119.57642,32097.80804,30918.09029,30326.78517,30317.51983,40728.42368,42069.39247,40541.40595,33745.30607,32224.38904,32920.80707,37958.55128,38646.04783,37658.17962,34283.52157,33163.48858,33754.12387,38661.62821,39130.43299,40910.85027,29969.25747,29166.21615,31062.71142,39202.89645,40375.02239,40250.95179,35912.40062,36030.91888,35784.21527,37278.74395,36398.62805,36263.76655,35175.75089,34200.29561,34125.07758,30103.65265,29213.98219,28317.29108,26876.7537,25365.81949,25322.97382,26464.99855,27144.39426,28166.32735,30122.57303,29042.6675,29836.16693,15072.73856,15704.0371,15689.01993,20622.53987,18772.37557,21398.63366,25455.85244,24983.77562,26339.64772,35704.25823,36244.10199,35697.98509,35069.40642,35182.24549,33881.00832,34386.82862,34119.7484,34288.16386,27051.87493,27346.45831,26533.03398,19169.83993,19324.06111,19459.22812,13955.07072,16016.19931,16119.25266,32822.98824,32662.29541,31471.40468,30188.25783,30078.63538,29859.5339,28857.24779,27976.01053,27686.22415,21095.73551,20178.15564,8868.782581,31379.18777,29980.54295,31638.38279,31609.58389,31838.36063,31907.38345,31406.16056,0,0,0,0,0,0,0,0,0,0,0,0
665.4923423 @ 652.8950543965163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113119.6017,0,0,0,0,0
665.492368 @ 633.1725231292587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30956.03492,0,0,0,0,0
665.5295524 @ 730.5557861953439,82615.28144,80594.07902,81052.77689,79311.71154,80015.34756,81334.93013,84572.4926,80009.62458,74238.16169,74675.50252,74051.5252,76739.00288,67449.39295,63774.26371,65382.96218,79673.65011,76036.92931,76586.92317,83364.36711,81256.1292,78587.35857,47499.33851,48752.06588,51891.28915,69655.90387,63918.78223,62808.78832,97097.84874,93659.25523,87862.67008,48438.05111,47065.26909,49613.47806,80769.98917,79456.36767,78014.57641,56480.28423,48023.01092,54322.446,43353.94541,44862.44046,45645.53184,77897.27486,67044.14962,59099.06669,88038.86014,69429.57334,68763.47068,70877.64201,70956.17777,74458.41645,60972.395,69359.24037,79063.40017,78522.59744,67445.68616,67894.56457,68743.28283,65130.94022,65379.98881,58703.16532,37725.48088,54644.02435,192531.9715,101664.4289,92317.95967,58819.70289,54000.50583,56686.54472,105608.6189,90230.41347,88750.15871,113644.233,81460.74028,80112.03979,71094.51183,63749.03159,62481.58007,21178.2526,25402.28031,26857.31111,69133.54401,50573.99707,53098.29193,85769.97606,72162.22252,68951.75175,104690.0076,89142.52036,91307.39951,58394.46285,90122.89518,91196.03651,79077.44822,70728.95806,76296.69186,44678.09709,51763.31261,55903.30848,61112.8844,58327.90026,57350.19907,50313.96058,47022.77531,50992.86654,91786.96263,53194.69558,45152.51134,19543.22657,313.989694,0,0,0,0,0
665.579007 @ 616.3624969301372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266362.5659,313.1052226,0,0,0,0
666.2799331 @ 140.8638611980705,68157.25055,66672.72565,67871.91122,58950.56467,62133.9892,60145.00373,59123.82116,55524.12894,54794.50631,66986.76819,72277.75396,73899.30727,75589.04282,68958.11502,70981.45273,102947.4688,95541.43862,97932.7922,71025.82326,70356.98827,57006.23546,68001.62034,66802.01007,49995.59785,58228.10654,51690.65315,53456.39472,77532.93425,70640.01382,75463.66208,67269.69221,68813.04322,76204.7831,44735.48527,80264.46266,70276.65258,53133.22908,50366.13199,57326.08063,43545.14131,30933.45771,36469.18377,39021.6318,60930.38353,53980.36464,39982.35535,31499.41878,18652.72419,59021.03516,41302.05183,53966.92272,59627.44133,61446.25165,50919.4881,43081.28249,46755.14946,31578.61652,50041.6833,41044.75311,50730.55798,53808.5263,61992.78396,57147.91965,74178.16285,74061.88118,72480.33514,60104.24229,58184.67242,64288.97556,46466.73621,53713.68295,78291.33496,39612.61484,62067.27077,67884.23215,51078.98341,29380.70106,58883.78419,47838.10775,33329.51644,31936.87831,71430.57232,61634.31308,79004.50779,63201.40978,59641.31785,64797.85506,73076.05757,36038.49657,37015.66551,51583.30854,47950.61641,46221.40642,55532.4255,56405.845,40034.28985,67777.63325,66436.16256,69530.06262,67053.76376,71910.73382,67788.95419,71896.75307,0,0,0,0,0,0,0,0,0,0,0,0
666.3391857 @ 568.0496897110916,180641.1519,178002.5912,176521.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.0761689,250.6230642,0,0,0,0,0,0,0,11159.99492,11879.04994,12218.30266,24180.87657,23987.06969,23588.83241,1467.78479,2665.773353,2332.800871,460951.7712,462244.0597,441573.2975,87825.88917,84897.84423,86775.26509,0,0,0,16274.89985,16376.79578,17454.05004,17389.58069,17018.78222,18115.16901,0,0,0,1634.425503,1321.929527,966.6962964,0,0,0,2179.117452,3998.317584,1585.804828,0,0,0,8065.587212,7335.987111,4305.92046,0,0,0,0,0,0,0,0,0,0,0,0,27542.67896,29020.32872,29232.75626,0,0,0,21377.33832,21263.92592,22286.05874,22436.39394,22629.86484,23907.35814,23759.77763,0,0,0,0,0,0,0,0,0,0,0,0
666.3652742 @ 661.1120808736421,57817.14423,57157.43176,55384.84148,47839.69671,48221.07472,46679.93897,36995.54529,36800.84467,35737.82273,27126.51716,27334.78006,28426.52151,39741.75496,39850.86489,40307.36366,76447.3278,72910.72324,74572.94258,68587.291,68269.99446,67989.15637,76941.35829,78151.352,80078.06195,49345.77733,48544.18744,48932.68928,58617.86656,59244.46051,57875.07012,58628.85293,60487.95216,61839.75745,85331.02534,86187.44923,85265.12463,90088.86439,94478.97913,86689.13944,84263.93654,85244.39234,87634.94808,107127.5854,105640.1146,99745.4217,100977.3645,97957.96532,90019.44043,52724.78759,49872.30124,50197.54038,44637.0956,45926.04817,47502.68888,35502.04251,33714.39282,34649.0008,47867.26755,45600.48051,46847.72765,36588.72816,30791.44895,39075.54583,34321.95787,34530.66362,32155.08777,37799.80496,36014.60009,35925.73616,14426.0243,15069.87947,13829.60988,52767.89612,51947.97543,48815.81646,68734.07085,73262.96482,66789.01031,2486.570206,2145.510806,1253.692938,38121.39964,40186.70787,40160.3312,67284.82771,67004.83476,68593.70945,26898.82734,26427.7016,26441.52231,101801.0076,102460.5884,100114.1371,96398.69767,93982.22775,101553.0791,44093.04829,44300.67694,46420.17097,46148.8843,45847.61826,48220.95113,48314.95286,16623.97675,19384.97762,31541.87962,25189.88812,23264.06418,22819.83378,0,0,0,0,0,0
667.2836559 @ 213.0320604401478,169902.9766,166877.7978,167822.0852,185813.4283,184268.7469,187240.011,147935.6833,147192.785,144931.9678,201166.719,197283.09,202737.235,190832.154,186473.8771,183302.1166,204129.3248,198201.1955,201950.4986,193661.4453,196148.4685,194164.9878,192050.342,194369.1425,192326.9597,195660.4188,190126.2244,196306.3388,193637.883,190721.7884,198416.7424,151291.6949,154727.6659,157841.8357,221817.3468,231367.8764,227694.4256,236920.2517,237099.0486,233210.6784,200734.0434,205379.9796,200057.718,161414.5506,145691.0699,155664.2758,151379.3847,153354.0541,149613.6137,172938.7827,168424.4203,161657.8486,179207.4603,173469.2242,174057.4841,129860.9795,127372.5693,127820.046,147758.0789,140069.791,145920.8296,155170.0984,126863.216,144452.8519,216431.9099,213124.1525,212402.5097,161183.3312,156236.5634,158534.5413,221618.5981,219534.2983,214708.9338,209866.2651,208835.5176,210524.1968,171557.3237,169780.9134,167467.7477,110272.4082,116158.5656,113502.8786,154319.9096,164397.5805,160112.7967,195417.6399,192840.8977,193626.6152,213377.3457,205108.2404,198786.0533,213113.0704,209877.0225,210892.2069,192737.9096,202946.6013,210938.9605,202650.2123,197424.3533,198736.7209,195630.8374,198021.8375,198927.8583,197158.9142,0,0,0,0,0,0,0,0,0,0,0,0
667.3339619 @ 415.9921974946141,16454.11866,9162.629,12707.79843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26627.01512,27736.19104,26582.67713,4453.322225,5201.154734,3582.471015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667.5097387 @ 655.9607201244187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129043.9662,0,0,0,0,0
667.5108129 @ 599.2459041582256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58296.70549,0,0,0,0,0
