Feature,COANC_B01-T0-1_neg_4282025_018,COANC_B01-T0-1_neg_4282025_019,COANC_B01-T0-1_neg_4282025_020,COANC_B01-T0-2_neg_4282025_021,COANC_B01-T0-2_neg_4282025_022,COANC_B01-T0-2_neg_4282025_023,COANC_B01-T1-1_neg_4282025_024,COANC_B01-T1-1_neg_4282025_025,COANC_B01-T1-1_neg_4282025_026,COANC_B01-T1-2_neg_4282025_027,COANC_B01-T1-2_neg_4282025_028,COANC_B01-T1-2_neg_4282025_029,COANC_B01-T2-1_neg_4282025_030,COANC_B01-T2-1_neg_4282025_031,COANC_B01-T2-1_neg_4282025_032,COANC_B01-T2-2_neg_4282025_033,COANC_B01-T2-2_neg_4282025_034,COANC_B01-T2-2_neg_4282025_035,COANC_B01-T3-1_neg_4282025_036,COANC_B01-T3-1_neg_4282025_037,COANC_B01-T3-1_neg_4282025_038,COANC_B01-T3-2_neg_4282025_039,COANC_B01-T3-2_neg_4282025_040,COANC_B01-T3-2_neg_4282025_041,COANC_B01-T4-1_neg_4282025_042,COANC_B01-T4-1_neg_4282025_043,COANC_B01-T4-1_neg_4282025_044,COANC_B01-T4-2_neg_4282025_045,COANC_B01-T4-2_neg_4282025_046,COANC_B01-T4-2_neg_4282025_047,COANC_B01-T5-1_neg_4282025_048,COANC_B01-T5-1_neg_4282025_049,COANC_B01-T5-1_neg_4282025_050,COANC_B01-T5-2_neg_4282025_051,COANC_B01-T5-2_neg_4282025_052,COANC_B01-T5-2_neg_4282025_053,COANC_B01-T6-1_neg_4282025_054,COANC_B01-T6-1_neg_4282025_055,COANC_B01-T6-1_neg_4282025_056,COANC_B01-T6-2_neg_4282025_057,COANC_B01-T6-2_neg_4282025_058,COANC_B01-T6-2_neg_4282025_059,COANC_B01-T7-1_neg_4282025_060,COANC_B01-T7-1_neg_4282025_061,COANC_B01-T7-1_neg_4282025_062,COANC_B01-T7-2_neg_4282025_063,COANC_B01-T7-2_neg_4282025_064,COANC_B01-T7-2_neg_4282025_065,COANC_B02-T0-1_neg_4282025_068,COANC_B02-T0-1_neg_4282025_069,COANC_B02-T0-1_neg_4282025_070,COANC_B02-T0-2_neg_4282025_071,COANC_B02-T0-2_neg_4282025_072,COANC_B02-T0-2_neg_4282025_073,COANC_B02-T1-1_neg_4282025_074,COANC_B02-T1-1_neg_4282025_075,COANC_B02-T1-1_neg_4282025_076,COANC_B02-T1-2_neg_4282025_077,COANC_B02-T1-2_neg_4282025_078,COANC_B02-T1-2_neg_4282025_079,COANC_B02-T2-1_neg_4282025_080,COANC_B02-T2-1_neg_4282025_081,COANC_B02-T2-1_neg_4282025_082,COANC_B02-T2-2_neg_4282025_083,COANC_B02-T2-2_neg_4282025_084,COANC_B02-T2-2_neg_4282025_085,COANC_B02-T3-1_neg_4282025_086,COANC_B02-T3-1_neg_4282025_087,COANC_B02-T3-1_neg_4282025_088,COANC_B02-T3-2_neg_4282025_089,COANC_B02-T3-2_neg_4282025_090,COANC_B02-T3-2_neg_4282025_091,COANC_B02-T4-1_neg_4282025_092,COANC_B02-T4-1_neg_4282025_093,COANC_B02-T4-1_neg_4282025_094,COANC_B02-T4-2_neg_4282025_095,COANC_B02-T4-2_neg_4282025_096,COANC_B02-T4-2_neg_4282025_097,COANC_B02-T5-1_neg_4282025_098,COANC_B02-T5-1_neg_4282025_099,COANC_B02-T5-1_neg_4282025_100,COANC_B02-T5-2_neg_4282025_101,COANC_B02-T5-2_neg_4282025_102,COANC_B02-T5-2_neg_4282025_103,COANC_B02-T6-1_neg_4282025_104,COANC_B02-T6-1_neg_4282025_105,COANC_B02-T6-1_neg_4282025_106,COANC_B02-T6-2_neg_4282025_107,COANC_B02-T6-2_neg_4282025_108,COANC_B02-T6-2_neg_4282025_109,COANC_B02-T7-1_neg_4282025_110,COANC_B02-T7-1_neg_4282025_111,COANC_B02-T7-1_neg_4282025_112,COANC_B02-T7-2_neg_4282025_113,COANC_B02-T7-2_neg_4282025_114,COANC_B02-T7-2_neg_4282025_115,COANC_QC_neg_4282025_005,COANC_QC_neg_4282025_006,COANC_QC_neg_4282025_007,COANC_QC_neg_4282025_008,COANC_QC_neg_4282025_009,COANC_QC_neg_4282025_010,COANC_QC_neg_4282025_011,Extraction-blank_neg_4282025_003,Extraction-blank_neg_4282025_004,Extraction-blank_neg_4282025_067,Extraction-blank_neg_4282025_116,Extraction-blank_neg_4282025_168,Extraction-blank_neg_4282025_217,Instrument-blank_neg_4282025_001,Instrument-blank_neg_4282025_002,Instrument-blank_neg_4282025_066,Instrument-blank_neg_4282025_118,Instrument-blank_neg_4282025_167,Instrument-blank_neg_4282025_219
359.1468366 @ 308.5648447535509,104018.2656,76319.49487,143942.8827,153288.6773,152905.8071,154689.6653,126806.3048,123474.4624,122998.9553,126554.4396,92258.5938,124821.8459,70326.93887,86337.50432,90762.56809,70043.62013,101112.1898,97336.79442,32646.114,32434.81778,34056.41382,43789.95075,34867.6249,76505.77955,68262.24194,133036.4671,66252.38362,108130.3382,133330.5848,136289.8331,49996.65926,54051.12817,56334.06647,95672.24872,186536.0076,142469.856,129028.866,169712.5022,135581.8546,89427.40513,118033.8292,92786.76227,51460.46032,39341.88093,39040.33091,44576.29205,36167.29044,43300.63522,131509.3384,101396.265,106192.8233,59207.89719,87846.04169,82792.53558,25087.63182,25621.11742,45855.13788,93673.91603,111644.8107,115259.5707,40024.91835,33267.7011,58054.99163,66416.45163,93098.36147,64625.2489,36830.86139,113647.1141,104671.915,132463.2401,154796.1751,127867.0964,141263.7665,111175.8888,121032.6884,105896.1933,131222.5463,71293.6151,148576.6601,124675.9195,152061.5047,41963.44989,43017.06584,124802.9446,130679.1315,159730.6258,154995.6123,146642.8774,138325.0766,139874.4275,215488.7285,211251.6666,214518.4935,226548.9167,225573.5544,240980.8603,137631.6438,137155.4798,108510.3912,132787.9256,132961.1663,136837.4476,126749.6822,0,0,0,0,0,0,0,0,0,0,0,0
359.1469812 @ 284.2710380061035,121929.0987,155847.4334,146436.4073,171768.1146,171932.5534,174224.9899,122366.7362,123284.4523,112432.3485,96703.93109,124324.9213,121767.6399,106276.2364,98016.91717,98128.40708,123539.6091,113040.403,115376.9526,121381.451,120366.0674,120211.9669,140040.7404,142514.8973,144056.9822,110052.409,106997.2994,112326.8548,114772.5027,110233.2687,112054.3336,137791.3185,139350.6872,155301.9736,203486.3754,203932.8586,203918.002,157364.5814,149415.093,151294.4379,118270.1466,110039.7026,104149.4849,91121.97915,112165.8128,107260.3295,85374.86237,113789.5278,112125.682,132325.5574,128734.5393,94714.28921,125596.3735,122701.6095,125296.7198,50472.03914,49092.59272,50754.08302,151865.4226,147532.6704,148595.9801,72674.67182,68033.07798,90349.41182,129954.6547,97990.15598,139718.0688,65206.24844,61378.47655,62472.4533,110816.6265,110000.8539,88557.0545,110612.0868,112233.6642,118920.0205,97234.14293,118601.113,117062.8145,80160.67156,80891.14428,80335.20696,116958.6225,101079.4783,96679.93751,113762.9582,111893.7535,95646.1969,131109.9508,106673.1985,109209.4427,178368.3286,179311.7705,139714.9779,254695.2724,177036.7713,202248.3163,129594.0458,127987.6969,128390.5512,120558.6927,127553.4918,165139.9655,123958.1437,0,0,0,0,0,0,0,0,0,0,0,0
359.1469591 @ 269.0723563702248,89722.12393,92236.25858,87846.62245,81319.51419,81462.59438,85282.28437,62723.57528,63680.73575,70547.90453,57301.21564,59696.63913,61909.38462,64250.81059,53927.29919,56989.66474,64488.30933,60511.62196,56024.90865,56595.30431,63600.57234,66543.21824,70322.51807,63220.51144,69065.58228,67861.97197,66206.37941,74165.5878,70234.44304,69877.49482,66686.14605,88498.24793,88751.53606,83570.64924,96710.74717,95254.82251,95684.48116,75788.10632,96639.13047,80923.75579,59080.72913,56340.38406,59109.29829,65850.99115,74062.42401,61184.95505,55232.13559,54457.64146,50864.25748,69564.09157,65962.34169,63198.36696,64200.01756,61440.69065,57560.46328,34669.39703,33232.93044,35107.90637,65673.09051,66843.29467,60571.74984,50862.71411,47000.3978,48544.38002,63496.46286,107075.2902,64050.5231,42004.13227,39490.83867,39105.58706,55436.39096,54548.23615,55735.22202,56512.61028,61215.29098,57687.82741,58471.91044,54753.87183,54663.94634,48568.19456,49260.2369,48185.53894,61280.03955,59832.34585,56950.05575,61472.43849,66514.67591,67496.49988,62361.95888,63371.38263,63078.78373,82933.59692,84183.81638,84327.26525,103711.5209,100669.8208,111392.0479,81961.58816,79366.99216,76140.48814,77825.90569,68208.72651,78504.32189,77933.57648,0,0,0,0,0,0,0,0,0,0,0,0
359.146972 @ 368.9345535318806,31968.41297,32440.63231,32070.64446,33663.16651,36242.02133,35664.48512,29628.03487,28857.08399,28639.33167,29106.94155,29737.75612,29091.25112,27826.9558,28203.20656,28469.00233,19737.40206,26652.209,28547.56239,15194.04359,28031.93271,27684.68206,30927.3495,30343.88928,16193.19259,33762.63723,31744.47168,33740.06747,26521.85268,28653.06112,30486.04985,32664.92235,32708.02607,31991.81849,32774.90834,32014.51057,33807.40428,36203.15461,35403.04751,34885.34562,24386.47127,24874.33217,27133.60986,28357.80286,27094.87825,24591.93066,20835.46946,10524.57047,19917.45992,26608.12701,26235.86148,25680.38665,23124.66579,24151.16047,23778.84947,6357.40982,8717.388139,16367.03573,19918.83768,19484.40875,19941.44444,16922.57285,14832.43057,19266.95598,26168.76684,27498.78936,26474.61522,29640.60513,29176.80198,26753.82113,32518.78723,33583.33856,32823.08912,28152.99046,25711.43669,28863.53881,10932.51346,23726.38809,23433.70914,10930.86267,10293.5708,11776.19314,20989.11834,10818.71853,21418.39258,26019.21672,22524.85003,27196.23542,25443.63309,17037.68918,24066.98085,22940.83421,29808.14083,28105.89546,30611.80544,30623.36775,33140.29809,28405.83711,28913.74362,29588.16673,30696.38561,28411.40228,30182.23028,28033.42256,0,0,0,0,0,0,0,0,0,0,0,0
359.1469908 @ 343.6075561208155,22905.48926,20695.67244,20539.76956,25975.16384,26148.83861,21701.42805,20953.32045,21787.6932,17903.36258,19895.86225,20287.36825,21091.60246,18858.39581,17975.48453,19362.7031,20078.71116,18112.99403,17695.61175,19603.06197,18305.18822,19262.77642,18703.02362,20594.98591,20460.69562,24026.22626,25303.25034,24525.60352,23887.77514,21858.86221,23489.0489,25017.80745,24532.86984,24721.09725,25273.43921,27731.93343,25888.88283,22386.63862,28694.3149,26967.55238,19379.40529,10467.26473,20050.60556,21049.17761,16458.06322,12420.92508,14321.34352,13930.53122,15050.44429,24087.83486,23872.65778,24592.41096,16551.30393,11299.98604,18077.02843,11125.27107,8602.985043,11635.49412,14354.75034,17720.26528,17259.90861,13440.94924,11087.26585,15488.88559,19119.43262,19525.02411,8564.150482,21485.27521,17409.5672,18405.5174,25419.45878,27173.29262,13958.16859,22295.03015,23687.68706,22334.35463,15468.39596,18166.62936,16358.35975,8983.520387,4607.41957,1561.569413,18699.17184,17572.02222,18124.68562,20771.90717,21729.02806,22372.43686,10743.62484,21529.3778,18852.49417,26823.80442,28449.57482,28448.19245,28612.46081,28467.6355,31662.45113,22941.34901,21964.65564,21929.02078,21776.97254,22657.65837,21186.40143,21061.38673,0,0,0,0,0,0,0,0,0,0,0,0
359.1695961 @ 175.0137342100723,133424.3512,127764.8434,125019.2312,75122.81377,72309.22003,75201.60616,74597.4145,72939.37882,72575.05086,82066.00768,85600.50724,85156.94122,95885.21071,93718.0304,89748.29802,109275.8662,102649.5593,105357.3452,72111.08186,69490.82821,70740.6038,78300.04321,77663.52423,78696.10659,88435.63737,85209.62052,88482.34698,107324.8674,110327.5155,107801.3528,81860.77358,86043.3791,83177.82928,70647.14242,74717.54003,72016.31034,118896.7722,125485.0622,118159.8198,110285.5456,112049.973,114472.7343,98504.41911,98247.31463,94636.52792,89789.73324,93156.0799,89245.74496,101577.4524,93165.82013,91855.81448,77624.04807,71121.12171,70203.77997,53913.86157,52210.28822,56284.88955,74791.96983,67725.6814,70242.24096,76172.25398,77461.29131,65015.67323,142528.3326,137097.1254,141945.2762,69809.94883,66533.80184,68914.75058,106253.2235,108652.7274,101756.895,81875.46553,81018.83413,82636.40684,86315.74955,92656.93735,90594.9131,73520.12441,74021.40744,76467.24065,98543.07567,97855.08748,99881.94108,90595.36461,93454.34791,90417.8934,89224.07799,89328.38215,88930.07899,101675.1956,100168.7166,103605.837,110331.7354,112154.1957,119313.5259,98564.18577,94300.4462,101125.4958,95486.52331,96786.75032,95897.40499,96359.70917,0,0,0,0,0,0,0,0,0,0,0,0
359.1908967 @ 106.4739833475628,341318.1484,337504.6388,327006.3474,309749.4639,317613.188,298920.7581,289444.2204,279374.9012,214869.2149,328239.1834,334038.9181,341957.3217,345472.2174,323508.5544,308616.8375,364099.3255,350482.3435,338222.2145,374480.6363,396658.255,390455.7168,326388.2162,352904.2629,344681.0694,343259.9332,342378.0657,339412.6771,354846.6989,342922.0126,357580.5637,406590.6932,379777.6747,391284.211,394150.7512,400950.3035,408955.5933,448032.7844,458466.8798,458508.261,382038.4837,371209.4139,370697.7292,353939.7784,366783.4531,352323.4249,311191.9409,240032.139,257500.0491,350778.3046,332086.0619,311380.41,333891.5485,321407.0296,312747.5076,240970.4181,197889.5418,205088.0292,266276.7749,264948.2438,267563.3857,273508.259,255786.9857,266653.5885,368454.774,377596.6669,385628.8372,334868.6125,312904.8951,309086.6987,441095.3698,450441.7856,439512.4403,395760.381,414788.3104,411118.8877,311828.4921,338737.617,320539.5041,275500.9651,270517.7761,280568.8351,376649.5944,379307.952,375288.6786,359294.2446,349507.4473,360985.8305,387454.91,370351.0049,381365.0641,360654.0581,336024.8815,346735.1548,397804.7611,435298.3556,449482.272,372323.6611,354180.3293,361079.7988,367750.6358,354682.5461,365259.0745,351839.9704,0,0,0,0,0,0,0,0,0,0,0,0
359.2020173 @ 18.20159678355633,98499.93992,96171.32284,92074.04216,100621.1936,99462.49006,100958.6484,80997.88312,61888.23967,76289.3376,97144.74384,95807.65739,98281.126,89672.79207,79788.57663,85230.993,96761.18355,89855.32053,69104.36127,89425.89707,89362.81515,90243.21151,57542.55598,57460.45754,50243.70479,69440.99253,86857.27279,86694.41273,101190.7941,101347.6239,101757.1354,51008.37556,53535.87226,54786.10743,108128.5132,108158.2705,108293.9909,119060.0211,121348.7098,120784.4396,103695.7635,101435.7606,102348.905,59530.16174,61257.27387,67891.22429,81594.91032,80308.44524,77308.61141,91089.8404,85691.47033,86446.54262,73922.51184,82142.20253,65375.70341,42710.45458,42697.96015,45860.75371,77052.35125,59317.11105,57832.35083,77144.48071,58909.76204,71625.35082,107076.0429,107456.4447,109844.3423,66845.50073,52795.97026,52385.04937,98005.66545,95321.70722,97706.58406,104983.335,106563.8027,108474.72,90812.94216,91627.40589,89888.89976,52775.17792,52408.67841,70024.45136,101091.746,101535.8308,100827.1337,92256.20944,93810.38924,94202.06254,112687.7359,113995.8599,114902.8298,99274.07408,82519.56509,105748.2285,98706.01812,99618.54996,136172.3641,93838.59481,91702.97897,91684.51037,92945.53604,93864.66546,92180.515,90335.01954,0,0,0,0,0,0,0,0,0,0,0,0
359.2269991 @ 204.2488852103874,860452.2021,844197.4952,780244.2494,724831.6792,718760.9292,721752.3476,557905.6647,557152.0335,540655.7568,588371.2597,582736.0181,629273.9158,704861.3382,677262.3349,664594.6134,875771.8188,867023.8205,854425.9601,846520.5793,856895.1708,852714.2141,913077.7179,934403.6823,918014.7949,880055.1372,863973.2899,894604.8594,862277.2957,847393.3383,882151.7212,952458.8291,963330.3727,978419.3668,1247278.381,1237499.569,1242080.356,805989.8058,750039.9151,790847.0354,790637.0624,863369.2132,821923.8153,1049329.069,1043621.27,1010255.544,913357.0239,977725.8134,929301.9774,530704.5558,539854.8546,519135.5755,555807.5034,532448.5745,529520.434,743966.7431,692140.2768,752676.4757,409403.8487,388166.0163,429052.0166,508088.7784,494927.9835,482151.5835,547158.9781,561677.9289,608195.0599,793778.8673,747883.0716,771747.1288,609576.8862,658132.3405,576206.427,639824.916,609837.2946,650599.3695,562924.561,578550.6542,572186.7531,465945.8058,473644.0415,480972.6035,393452.0636,440163.3238,398543.1517,668420.7859,720877.7275,732320.8282,547207.6559,526287.5807,546032.1555,575496.8725,570364.5832,568751.8309,592717.3753,591930.666,644831.0556,742809.2527,724156.1866,728127.498,736476.8414,721157.3979,746714.2164,718554.5459,0,0,0,0,0,0,0,0,0,0,0,0
359.2270796 @ 179.2039903596039,1658428.601,1590837.962,1564298.306,1505260.332,1511575.052,1510681.085,1286880.633,1281533.892,1255392.028,1393242.659,1454681.494,1472707.505,1389452.337,1347248.233,1337525.149,1595308.518,1568836.636,1595193.943,1402615.628,1366560.164,1386124.634,1445021.273,1458340.72,1485348.503,1437489.115,1356593.333,1394802.996,1537524.779,1508589.66,1564424.213,1592335.341,1650699.397,1612535.684,1736197.174,1747214.294,1797766.326,1844558.518,1885466.202,1847954.091,1504506.01,1533060.942,1538316.901,1407296.864,1407463.798,1353508.989,1441149.689,1427611.275,1385301.324,1354376.505,1254703.715,1223321.603,1437533.386,1392772.172,1375704.164,844499.9581,822611.1896,854678.7788,1387700.798,1288322.377,1315094.053,1135648.851,1116837.863,1070773.345,1637895.801,1632466.628,1694499.944,1052860.264,1022519.845,1013645.923,1599133.549,1613084.099,1570915.064,1484305.262,1502166.609,1513279.17,1457291.514,1505008.048,1470908.9,1081590.825,1073408.722,1081190.096,1500444.196,1482910.044,1495012.18,1480855.408,1471993.966,1463997.853,1677984.036,1653863.791,1654291.182,2168052.632,2171900.223,2151820.465,1942590.027,1944973.049,2089036.353,1502855.797,1481368.519,1482933.347,1464581.499,1454843.438,1448226.081,1433269.072,0,0,0,0,0,0,0,0,0,0,0,0
359.2380511 @ 425.0138815180053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.9673132,0,0,0,0,0,375078.386,0,0,0,0,0
359.2635947 @ 63.90083199959345,332175.2101,313989.4417,307309.329,325985.5176,325350.9454,323004.1558,268795.4607,260312.6082,265245.5496,311510.9488,311744.3858,315066.1914,283106.0894,274047.5987,275607.535,322721.0245,307493.2761,306342.4126,284962.7933,286667.4148,292486.4828,265545.0788,274781.7794,270106.1775,325688.6646,318326.4345,331487.4686,337767.8812,327257.6759,335277.8739,290377.7467,279868.2929,282998.0848,368923.4327,362889.6293,373933.082,411031.7212,417690.343,407909.3788,329354.2748,336663.8494,338658.7721,279853.7151,287450.9499,178785.1872,275416.9097,279479.7203,262934.3657,304410.4176,288582.8294,281160.4192,303566.3926,289132.5,281601.4343,157483.7843,139403.799,82111.12403,271886.5579,244084.5799,254028.4032,97123.44131,203045.9508,159928.8667,327655.5032,329438.1878,331887.8362,252982.9053,245232.9355,242706.9601,316578.0018,320590.6713,312991.9578,308591.3552,319396.7223,320245.6324,283976.7142,293086.6997,285687.1366,132449.3534,111785.8433,165288.8543,288743.9627,289157.2764,289141.6824,321136.9843,322770.647,318922.269,331222.1209,330412.9429,326738.8816,393350.5147,402669.1216,395461.0132,386889.5368,390572.7776,407752.6187,312632.5192,301443.3785,297550.1498,304557.5645,297928.1198,290035.8338,292136.3909,0,0,0,0,0,0,0,0,0,0,0,0
359.3137701 @ 501.3218576577386,45119.35514,44538.67701,43270.63925,56919.36256,58815.45077,57903.8092,33149.59954,33279.59651,33305.30718,23813.9869,23493.6283,24206.75552,19690.14739,18542.36902,18849.76152,51492.58497,53465.01718,50631.19353,23338.50605,26118.38437,27597.12532,14511.01028,17991.85635,11270.64371,39467.41441,39413.39754,40950.60846,25774.34298,25754.00787,18925.29874,36638.83081,22833.49588,38090.27534,36667.15765,37761.97866,36742.78632,18106.78683,18665.84819,19404.30285,22518.56091,23786.9706,24097.8261,24130.25791,25474.10093,23650.75073,29391.13897,28318.42917,28628.56498,45531.87667,43596.33989,43152.44485,34923.43914,35756.98864,34949.4496,14629.79247,12590.75806,8108.804791,37680.05094,37231.10952,38714.99408,52097.32937,39498.40163,44047.85357,39246.04897,37429.37849,36673.63339,42109.87374,39888.5647,40641.54745,28143.85692,27828.32469,16921.14458,59380.41863,58360.61622,59367.62133,28485.69473,27282.48741,27625.43426,48832.68238,48467.04066,49312.67133,48046.05318,47143.9703,47346.13871,71410.08399,71009.58456,69050.5252,32269.59299,31440.38032,32186.01203,10760.73163,18236.98761,19955.83461,64509.04238,66357.05509,69339.6124,29723.58123,27643.91177,15285.30047,30008.33848,29797.81843,30457.71851,29136.24838,0,0,0,0,0,0,0,0,0,0,0,0
359.3138569 @ 580.6536838448455,2905475.305,2899360.248,2851263.558,2413132.231,2401392.342,2385030.802,2195968.69,2176383.639,2102218.319,2063712.987,1991445.038,2098962.965,2031649.772,2023745.754,2032063.939,2581037.882,2478699.686,2526717.831,2376598.65,2425421.111,2427840.771,3004337.784,3024076.188,3091276.691,2279358.273,2222595.503,2252071.611,2658233.465,2682255.697,2747662.143,2309581.079,2383864.847,2374973.204,2284238.814,2360892.678,2346768.953,2577868.109,2633693.926,2610013.605,2582905.023,2679928.372,2654360.459,2295747.953,2298256.522,2218072.47,2664570.617,2657460.747,2501754.647,2489343.762,2498200.448,2348867.228,2240163.637,2205272.676,2159561.388,2339125.97,2295316.216,2317880.773,2695896.07,2645692.791,2625872.269,2256041.544,1725147.071,1890934.281,3031649.82,2921563.999,2920630.486,2256228.041,2234531.742,2219717.193,2390122.844,2513909.77,2365881.174,2341622.907,2334820.229,2422598.578,1829633.828,1880848.927,1815029.713,2057971.263,2027953.078,2042347.552,2134689.782,2088973.207,2150793.143,2536878.658,2479333.999,2522315.434,2761948.487,2771338.518,2808146.96,2794664.679,2850791.258,2713793.753,2646355.439,2606995.165,2803889.025,2463401.484,2445867.084,2431258.473,2536368.925,2457543.134,2443665.944,2388348.761,1842399.62,1867493.754,2170744.192,2160111.719,2128766.11,2267349.98,115670.7097,0,0,0,0,0
360.1422956 @ 217.6000250013514,562354.9752,551817.3222,530346.8317,375681.6206,369285.0041,373058.2775,309025.1263,305638.7501,306159.0408,327321.7724,325354.8009,332007.7109,471360.5322,448510.4479,446368.0065,399705.0154,393414.3354,386257.1268,356653.6849,357747.2243,360441.1938,396626.7576,400424.6362,402277.2625,391250.2511,380615.294,391736.2593,383867.0165,382883.9664,386072.4305,428316.0421,432364.4732,432084.7028,449039.9056,453958.0817,454306.8673,398549.464,405336.5289,396356.5275,366210.9054,372587.6825,370651.9131,422484.8122,421554.5766,402105.8631,309106.3109,308313.7032,298983.2066,453917.2194,417635.7998,398799.722,346379.4218,321118.6653,310712.2483,343987.8559,337245.1002,342238.7838,274063.5025,251154.0768,252738.4712,422951.1472,447887.8164,367917.4755,413409.3928,412860.9462,415181.8917,340459.2556,330479.2255,330087.7062,323830.3326,328279.9211,315822.4784,331724.9695,333278.8662,330968.1883,351732.4749,360697.8944,354079.1102,348068.5468,351059.0045,352042.705,348900.8115,348391.1043,347675.2662,372625.2058,374123.1913,374662.1851,316490.219,310892.1238,316824.2851,327039.5857,330437.7981,325437.0106,474405.1329,459823.5203,496872.1165,386818.8476,381218.5827,379320.8886,381966.6692,376626.4782,378275.0344,374499.4059,0,0,0,0,0,0,0,0,0,0,0,0
360.1862019 @ 28.74480443002842,333226.4012,320745.2905,322437.2486,296982.6715,298656.7669,297799.2557,286937.3607,288178.4832,276144.3168,330319.2008,322233.6781,335263.3433,318834.4903,306764.5874,308689.5426,308568.3406,314842.2847,310273.2421,382936.9644,371528.9214,382953.3574,355803.0206,353360.2301,352526.1983,338833.9093,324590.0863,333679.6062,325872.5803,319545.0463,329741.6347,370243.8289,365815.7974,376177.9039,349524.6045,340092.6621,348783.2748,412105.306,415853.0917,412644.073,353255.0247,352554.1491,358875.8666,375182.3537,378855.4619,368465.3476,324688.8878,323489.7758,309763.5196,329462.4073,322738.356,311410.4814,331901.1209,314790.2631,304405.0939,87439.11125,39676.55549,55471.83261,317442.1091,294217.1677,296298.1958,314056.9656,320085.3347,290009.2591,377918.431,385190.491,387433.2028,290423.5682,281891.8867,288116.3323,375120.8486,371952.9502,364088.3926,368981.6787,360490.6937,373428.32,331217.543,338669.91,336872.2412,318088.2281,323293.4684,326523.9323,387967.8606,384762.5124,380802.5346,357322.5647,361690.3977,355157.4883,432553.763,426588.2572,432179.1936,450999.5286,449412.4969,438553.5771,493638.0068,495263.8393,527603.0763,340128.2162,323172.8586,309916.7685,323021.5528,316262.8394,319708.2498,312142.6384,0,0,0,0,0,0,0,0,0,0,0,0
360.1992026 @ 130.4664780732776,24392.63257,56877.95565,12330.91617,64591.37191,22351.11024,34972.34929,33163.9005,23513.71573,48380.28212,43880.27915,25743.35045,25785.0776,44255.66291,56349.14522,50006.82949,60174.31095,47156.87892,39584.29918,72209.80162,39891.52116,66724.04071,64124.01828,62796.01797,72930.38588,37803.49355,49687.82149,36961.5697,60865.25309,58872.20843,24564.57171,24512.8027,64862.5303,60478.19979,70623.53524,68170.83676,62143.04936,50022.8981,57277.39949,31769.23553,21949.88712,70079.44968,77987.88069,63736.41226,59470.36951,58153.39096,53357.94953,80896.34847,80275.94744,37565.09818,28358.97701,38579.1638,21742.68012,31233.22858,39710.42621,36371.64226,31431.95445,35911.14365,35558.63493,54735.93543,50190.38384,41134.51711,36092.11296,35609.26959,45017.22469,43553.00637,29872.33723,49926.75867,49489.88395,49117.70818,49929.63464,49811.76408,48430.7456,89707.68959,28138.89919,52545.14993,39126.19882,39702.53624,40332.12751,44627.19061,47987.11484,49837.62536,34582.66809,41725.64532,38802.233,41449.05456,39749.49574,40353.67595,65637.52683,70507.7462,61144.88363,46029.49288,51903.84884,57485.13295,46981.93817,66699.4412,106518.4675,67867.9986,63256.32454,60887.39868,58693.19935,66002.75033,52074.68761,63267.51597,0,0,0,0,0,0,0,0,0,0,0,0
360.2110933 @ 143.9141863346704,1157952.972,950821.477,948470.8928,763062.7167,757580.6786,790948.8212,720187.7567,728419.4998,709152.3849,781639.724,785704.5669,784573.1649,836968.8418,806864.8965,685961.1932,999000.6593,982592.9457,892452.2882,875763.7056,855749.7079,964985.3798,987016.6055,988190.5776,1001332.86,891982.0744,941377.652,999878.5007,806994.6935,898511.4332,837754.9607,1083294.051,1011944.92,1027563.277,1095568.073,1104787.84,1189274.355,945782.7429,962810.2228,899473.1823,821228.4491,798431.8128,880277.0973,1001009.639,1071732.311,943989.8885,978433.3526,981307.1899,947001.607,738632.0436,601458.6014,672289.8643,658769.5767,714055.7636,703243.1666,698410.8561,782274.6802,633031.8585,622355.8779,592374.8767,670042.1601,726276.2158,644650.9187,604049.296,723386.9419,837988.1249,835712.5895,743855.916,730160.2269,719321.3062,691018.3615,801832.4953,685366.9483,810933.7066,691432.9329,811958.6994,783186.1768,792416.1632,795245.4826,673927.9134,691147.7024,593005.2084,692475.8668,596636.1843,689426.0264,854852.0583,763714.536,852023.948,784780.875,804450.7715,802790.3521,989750.7396,1024381.152,1010834.53,925937.9138,963897.5807,891224.3449,706459.6351,714238.0313,788465.2067,702059.2277,697629.4083,795198.855,770538.1458,0,0,0,0,0,0,0,0,0,0,0,0
