feature,Common-bean_G13094_cooked_pos_472025_011,Common-bean_G13094_cooked_pos_472025_012,Common-bean_G13094_cooked_pos_472025_013,Common-bean_G17162A_cooked_pos_472025_014,Common-bean_G17162A_cooked_pos_472025_015,Common-bean_G17162A_cooked_pos_472025_016,Common-bean_G4449_cooked_pos_472025_023,Common-bean_G4449_cooked_pos_472025_024,Common-bean_G4449_cooked_pos_472025_025,Lima-bean_G26506_cooked_pos_472025_017,Lima-bean_G26506_cooked_pos_472025_018,Lima-bean_G26506_cooked_pos_472025_019,Tepary-bean_G40084_cooked_pos_472025_020,Tepary-bean_G40084_cooked_pos_472025_021,Tepary-bean_G40084_cooked_pos_472025_022,Common-bean_G4449_019,Common-bean_G4449_020,Common-bean_G4449_021,Common-bean_G13094_022,Common-bean_G13094_023,Common-bean_G13094_024,Lima-bean_G26506_051,Lima-bean_G26506_052,Lima-bean_G26506_053,Common-bean_G17162A_038,Common-bean_G17162A_039,Common-bean_G17162A_040,Tepary-bean_G40084_085,Tepary-bean_G40084_086,Tepary-bean_G40084_087
Group,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw
403.1104276@502.9931676224978_pos,24607.23851,18726.17264,24678.14718,27492.20466,25542.92438,16610.91324,25266.45794,24828.39089,21682.40639,24053.45416,24077.81197,23641.96053,24413.30916,28229.42614,24476.49792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.1028791@351.6397052336023_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11923.34448,13093.65109,11390.47187
403.1009353@352.9898162659006_neg,0,0,0,0,0,0,0,0,0,0,0,0,9879.526178,10624.35985,10535.31405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.0856801@124.0586846033999_neg,69184.10616,71695.02257,72807.45708,82400.69945,80849.20473,81608.83352,116461.9885,117254.2976,113482.8758,11055.2451,18004.22557,13328.67472,109802.4041,116772.3974,116685.4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.0856158@137.7454948713867_neg,23571.13119,24245.76241,24708.96209,26784.26174,25472.30709,24696.07499,33012.57407,33428.00146,32782.38971,3044.152267,3247.600296,1216.735196,8079.131698,8286.56446,14237.6291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.0824251@96.18773027943192_pos,21860.30725,52857.49203,55544.17741,154.3146802,155.6971032,161.0399422,0,0,0,105.1075588,96.13527525,94.04002237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.0376607@163.9723180632427_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.5275038,115.6076946,515.2317939
402.916163@4.89999267581894_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197004.9839,215603.0151,226142.0541,0,0,44442.03129,0,0,0,184945.63,180749.1484,182126.7669,89379.49521,89731.94261,91550.98925
402.9144197@11.05879443887898_neg,146429.7782,149168.6084,151250.4303,149075.2023,144618.3075,146683.773,165089.8252,166144.2695,164619.1465,142641.6017,141089.2382,141026.0685,145547.9491,151890.2448,149538.1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402.3919092@476.3049141852591_pos,157958.0559,155950.0333,157803.8781,80741.78606,80190.45851,77919.0429,188661.2133,186335.4149,188957.6852,170400.8407,170954.6945,168193.836,171997.5458,172529.9342,173339.6666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402.3586587@453.8777478347135_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4767793.283,4630084.711,4674333.728,3758008.099,3604237.181,3600188.91,2684305.849,2727672.592,2702538.993,1875716.659,2250314.093,2007671.612,3367447.751,3332525.108,3952574.437
402.3581323@507.9672471493893_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17590.4856,4454.374165,40589.38266,0,0,0,0,0,0,23921.36782,23677.74842,23521.13881,121.2550038,106.5278145,49.91569239
402.356423@506.4028605684541_neg,9853.726095,6818.497574,10364.33581,20836.15429,19498.19137,19657.7655,10994.36068,11184.2456,10577.42151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402.3557415@454.1941464168377_pos,1590852.557,1625015.895,1644896.479,2194831.899,2187068.684,2187447.949,1793037.346,1762397.18,1770528.175,1461133.495,1475250.12,1467842.357,1976825.607,1957198.374,1958672.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402.2252469@326.9066516854123_pos,9378.766539,8746.58316,9425.512955,27825.07513,26993.46014,27457.33586,16183.13573,14804.27185,16189.60297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402.2138063@614.4402540694217_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402.1922097@475.1690067151571_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31125.68823,32281.8896,32741.16409,0,0,0,0,0,0,13623.19972,19642.25013,11884.227,0,0,0
402.1889289@357.0280664864794_pos,111.7893168,215.3914036,0,26103.38211,25328.56621,25615.2869,871.2449606,795.2813734,906.7524118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402.1856963@43.75543855255972_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402.1375719@135.6609338882523_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53263.03997,48230.26024,51949.15987,0,0,0,0,0,0
402.1368576@123.5181965979164_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22465.03475,20851.41905,21471.35845,0,0,0,0,0,0
402.1348054@132.3067499635137_pos,0,0,0,0,0,0,0,0,0,52048.75121,50434.11219,51214.9853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402.1038054@153.5249299995964_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402.1035611@166.2501992818026_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.2901293@542.6061677971732_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36218.64776,36916.68918,36315.26678,0,0,0,0,0,0
401.2199844@191.0681139653136_pos,18368.27529,18394.78978,17886.04763,23136.04448,23637.8082,23992.26265,8243.880663,14061.46078,14767.54397,293.5902275,354.1664239,598.9290004,19708.45797,16940.09071,19420.9529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.2148161@740.8418883914121_pos,55657.06285,54299.79641,54595.76596,52132.5374,33958.09522,50988.89896,51317.044,51159.19961,48937.91369,39610.42752,40591.84641,38683.79439,51792.27875,51609.44644,50445.26383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.2081915@294.5165189073706_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93644.49488,93667.24855,94994.11957,0,0,0,0,0,0,42769.92174,49120.77236,46104.51154,0,0,0
401.1917555@292.1300381391983_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.180374@244.4054364415784_neg,3296.065324,2051.638081,4639.761513,109050.0547,104486.2459,107329.5356,57037.79682,57385.73817,55437.09489,6655.941842,7341.471411,7517.401549,6112.930454,5308.229417,2810.561307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.1428422@192.5621245726267_neg,2615.907867,3660.889306,1945.216738,3832.316071,3029.935713,5980.574442,3422.010178,3243.484004,4205.620622,107148.256,103251.7429,101990.5893,6969.942507,7593.991282,7483.248194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.1287768@52.69622050659282_pos,0,0,0,2754.293852,1845.721977,2586.334503,0,0,0,84380.76961,71095.70115,111570.7859,0,127.8996463,159.9875898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.1277753@19.64579136728341_neg,0,0,0,0,0,0,0,0,0,221012.5147,217164.4371,216729.9258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.1221116@310.5806740605823_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5633.746121,2591.308063,1892.877571,8228.660199,2661.154421,660.788419,0,0,0,0,0,0,341.2698154,179.1724359,223.5879589
401.1184994@308.9951778467393_pos,20324.0606,19549.76957,20568.21094,18407.52877,18297.9735,18894.62656,54301.53141,52704.40162,54195.31363,4445.380045,4275.193981,3854.553602,22007.59912,21706.95488,21989.28552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.1150538@504.2661925586187_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77295.01701,78888.77931,77313.48887,61614.63766,70864.3219,68955.28245,0,0,0
401.1128091@503.0978195570706_pos,68760.7069,65490.58732,67127.11815,78357.04438,77643.39245,78450.07915,70588.29807,69742.46611,70193.32256,67784.5372,68707.57661,67371.3934,78079.29986,77007.66122,78211.46133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.1106085@236.3374942715451_pos,0,0,0,0,0,0,0,0,0,0,0,0,448.8548854,148.148848,139.7307355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.1083324@188.8764478958286_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11229.66652,3804.441888,11219.00909,0,0,0,0,0,0,15281.73252,15390.70282,15458.57095,0,0,0
401.1083293@155.7580096169101_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275.107781,623.9977258,584.1449467
401.1070867@133.3722400724332_neg,0,0,0,0,0,0,0,0,0,538.8506104,310.7732793,632.2417104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.1060499@208.9079713194174_neg,25948.10869,26521.91427,26593.90813,8156.22458,8299.536785,7978.9125,12810.16397,12910.06301,12595.54992,42287.25341,42504.87112,42305.25674,22254.19466,23387.81215,23393.81519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.1011234@229.7686360006473_neg,5667.245309,3818.087759,3912.407769,2197.674619,3685.854105,3514.096886,1974.667499,2403.205157,2568.224046,4949.44971,4415.330396,4438.147078,10415.52461,9305.532515,8961.834706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.098668@232.6857500894404_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5145.120599,0,0,0,0,0,0,8960.197387,6187.590152,6995.626938,17473.66467,18921.50852,16293.50321
401.0719834@222.0213793993605_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.071788@180.6788457652523_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3299.299036,0,0,0,0,0,0,27962.15514,29355.49992,28685.57571,868.4556828,1607.097979,595.4603964
401.0717735@198.9685711679591_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339.010217,1608.279701,1643.811925,8398.145884,7981.714142,8493.982692
401.0716743@149.7573752800745_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076.87983,0,0,0,0,0,0,31749.53143,31529.70079,32222.21628,0,0,0
401.0707406@173.3531774015226_neg,229.9530026,690.594076,228.0477057,41790.31144,40141.31112,42076.02699,3487.888061,5015.586889,3687.499936,3505.594078,2407.127804,3384.415874,373.8095007,358.7890152,293.7419267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.0699813@188.8149110468023_neg,0,0,0,22896.683,21201.23955,21910.97428,4662.885742,2463.596864,2462.59627,1509.761792,2171.664475,1684.435678,331.0813738,311.7515788,333.5497407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.0181819@185.4894462742217_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199.42562,1354.995344,709.0698841,3577.305856,1648.898517,3815.770796,0,0,0,0,0,0,80132.50172,78252.14652,178547.915
400.9055043@12.93237295378587_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34154.75557,33627.00308,34426.19737,25027.35948,24429.74137,24400.19817,17044.32757,24530.91591,12586.37178,2670.853525,18804.18817,10080.00387,19221.76908,6022.572055,15044.47487
400.3795856@498.8560189117383_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39552.702,38936.1639,38157.13108,13965.49765,10322.87618,12791.52439,8569.753548,3344.160084,4825.36452,4231.283676,6495.39668,3801.369647,7131.877462,9436.26599,9875.724465
400.3763397@499.171864419699_pos,20111.72269,19497.13906,18226.75333,2342.485486,2148.091725,2895.187899,3370.83424,7811.115753,2017.110259,7410.805521,7014.648395,5339.696655,11168.0121,11521.43971,11813.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.3430804@465.8561459418963_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20194.54886,27297.7544,19260.72558,21853.69311,30211.0593,24468.50711,41659.52054,39852.10595,31419.64769,13422.6494,13365.15732,22461.40212,825.3428584,863.3981222,10390.70373
400.3399085@466.5080232081297_pos,54514.17221,53678.38543,54989.88314,58032.50105,58505.35075,58630.81812,57306.99878,56302.76834,56462.68987,35272.11042,36034.3175,35165.83145,56744.50224,56331.47038,56303.27277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.2242976@340.877978109267_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80251.76708,76360.10462,80889.72468,0,0,0,0,0,0,3267.312468,13221.48353,7966.943803,0,0,0
400.2209865@340.2871741608693_pos,3273.14346,2624.368326,1610.070609,30067.77825,29218.49641,28794.25471,8463.878618,8652.192288,8292.994745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.21881@196.7837303311168_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105904.2129,105455.8533,106704.2352,136784.5713,133025.5134,131316.6838,1030.810551,1669.294237,1840.476638,87805.75673,114845.9605,106066.8404,53916.76111,54868.77404,13953.04063
400.2130036@401.2175411290451_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101327.9136,100136.689,97399.57282,0,0,0,0,0,0,5639.084182,6081.992101,4395.881468,0,0,0
400.2129655@194.0165534485114_pos,109885.8876,106948.5165,109010.5435,140511.5176,138716.1347,138738.1113,85092.60897,87190.34253,88851.39017,7687.069673,7331.16897,5369.916764,49338.01012,48119.82522,48391.27016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.2096436@398.0548850042987_pos,2858.761876,1527.568363,2724.076462,35914.69331,35832.00327,36656.32077,4024.015622,7087.456561,4464.482516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.1817298@106.1684251039115_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21636.17038,21818.15261,21315.24316,0,0,0,0,0,0
400.1562684@207.8262493617762_pos,0,0,0,2996.57915,2952.801159,2727.308508,130.6213286,135.9674488,137.0906903,264.6300178,643.5857848,595.7017669,4296.927846,6225.864187,6933.436974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.1475386@154.167970118869_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399.654892,8449.759704,2316.96052,59215.65736,56780.59092,59011.74921,21609.87157,23602.52934,23227.67702,11658.725,10798.14537,9937.431354,734.9199635,755.7619218,26066.08204
400.1443947@149.606449698947_pos,8838.990824,10197.01379,10471.09791,9895.533607,15919.6901,12377.61193,10694.31686,11988.71738,12084.84213,30366.47755,30572.17429,26991.42315,14525.00215,14811.73947,14404.22536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.1435728@132.5263871119132_pos,4712.366063,9390.929043,7007.918112,15958.86977,15432.88199,15403.64886,8165.420056,8466.689073,5811.992851,16320.54849,17464.73906,16208.45408,15162.88264,14294.50655,13875.14974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.1260058@198.3160581070673_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.1132104@40.4242769848326_neg,68543.21883,68211.36569,70642.81721,64478.09932,60802.04267,62827.63559,62183.22832,62043.9354,58188.91059,8998.54204,12725.567,14706.89056,17214.81589,7576.087149,32861.23641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.0942798@216.3365889478578_neg,15114.40393,15583.66272,15660.4716,5248.139608,7037.063344,6955.731151,8363.542374,8565.154607,8513.000934,15317.67051,15614.79541,15584.92804,57868.43914,59733.88683,61853.17604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.0643644@219.9877413163451_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43013.81678,43221.33181,43959.11061,0,0,0,0,0,0
400.0641585@201.8984312157012_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32016.77618,32648.82117,31511.87483,0,0,0,0,0,0
400.0465609@29.85680016778961_neg,66429.81668,67725.01911,22992.2299,146942.3193,141822.7644,144813.6451,19362.13641,20397.68531,12885.47274,54038.62751,53569.19944,53606.58382,134484.6858,140183.3849,142279.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-methylquercetin_pos,240.5409427,141.6801436,140.9068397,0,0,0,0,0,0,30925.08885,31162.22878,31320.13589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-HYDROXYBENZOIC ACID_neg,26177.61961,26460.87268,26664.79859,7041.671886,5652.327295,8241.276367,11934.32589,11928.53976,11476.47605,16784.30582,16494.16476,16675.12345,36985.38932,38877.94178,39224.78916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-hydroxy-3-methyl-5-oxo-5-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(2-methyl-4-oxopyran-3-yl)oxyoxan-2-yl]methoxy]pentanoic acid_pos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903842.432,1946091.704,1961356.359,3203423.269,3131690.187,3130291.536,205976.4173,207910.3625,205816.1712,525439.0955,783998.8702,684106.0098,700501.2395,705286.8481,191483.7077
399.623487@62.58066482490327_pos,0,0,0,0,0,0,0,0,0,585186.6538,611629.5589,585944.1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.2160906@527.5742487036487_pos,17727.17925,17342.22341,17800.99168,19136.49805,17426.20217,19290.72331,15883.42464,16074.27179,15868.29387,20274.96069,20089.44688,20604.40509,43832.36394,43966.44177,43776.89286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.1607152@334.3776251493336_pos,2759.600381,1275.040381,689.6189812,54075.72047,54462.42953,54892.82032,7624.098565,5922.987443,4108.937136,12548.63294,13339.79246,13769.31008,75516.19419,74696.31421,75628.10609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.1605304@304.4417508159421_pos,9606.840017,13228.94739,9190.079909,22841.5465,22089.8916,21833.94689,12264.69249,6659.806777,10475.37071,2641.721329,2330.363385,1700.774684,15211.20011,14893.24709,15833.39335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.1498166@112.637917752641_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.1483193@135.2308689033554_neg,12364.33833,8005.910308,9816.953848,4831.497185,7448.864237,2566.448963,239.8205224,375.6111935,324.2380268,8054.270025,7258.683185,8703.529421,36565.54843,38513.57323,37405.39085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.1425799@21.15733985130208_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.1292345@223.2094041617242_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.1272138@235.6873452479928_neg,6972.962067,7268.968888,7567.57073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.1271777@277.9276348933097_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.1078507@391.6368692859429_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.0947731@12.7342205946678_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.0907946@217.4982258173455_neg,164392.9152,164933.8187,166194.7856,72939.98638,71083.83923,70875.56109,80779.82544,81126.7816,79871.42395,111798.8227,110536.0578,109953.2856,467343.1905,489042.3815,489754.5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.0767473@26.48491857525079_pos,0,0,0,0,0,0,0,0,0,0,0,0,250.6967147,210.4189007,124.3242275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398.9069663@12.93517089593252_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59575.12209,58534.29977,60503.05661,43553.40969,43771.86542,43088.6376,49378.21076,49781.24451,49632.85876,20265.7535,40197.42448,36846.94812,37053.9594,36968.99485,27123.41521
398.9038776@3.304328503017693_pos,10868.04051,9957.370545,12807.13109,12867.92094,24173.71019,24172.79534,28605.5587,28035.28502,27840.70232,25310.35103,25322.15352,25101.67976,26791.46732,27767.496,27856.61722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398.3822025@681.7517120046637_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298586.9969,266418.9164,153753.7905,169668.1932,199148.8523,190150.2428,6006.753321,1262.157488,1908.891158,12095.55996,1372.127183,4722.118321,45438.21916,107460.2657,69429.17356
398.2392327@423.9298873785447_pos,28152.98959,28188.06997,29712.50167,69592.17438,69826.66135,70998.92525,19002.92684,19519.05792,20649.04094,40715.19232,41781.03115,40727.92625,21177.72307,20075.24012,21422.48652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398.2335409@566.7675282189689_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120762.4656,115787.2325,116345.8651,109230.8038,104462.1416,104118.3803,48164.1003,49052.28751,48867.86567,100162.906,61039.75985,54876.24027,123964.8611,126457.9832,162831.23
398.2031237@178.1806084928913_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18969.8938,18655.43741,19040.17428,63554.44154,66136.7346,66323.74112,153245.1541,153637.5469,151116.8067,6316.983966,11098.2994,6634.214914,2698.449412,3850.700616,3318.06256
398.1642683@238.6370108008997_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398.1641768@121.106725160683_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398.131443@202.1109974394111_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.666448,0
398.1063865@253.3277828846187_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53518.27277,52907.36716,52889.63871,0,0,0,0,0,0
398.1063433@233.2050271826839_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95675.71297,96166.57797,94162.93046,0,0,0,0,0,0
398.1014936@79.77433806080344_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16793.75634,17902.10019,15104.02967,396.9774601,636.104037,155.1088164
398.094916@245.7779153817397_pos,0,0,0,0,0,0,0,0,0,11862.96416,11815.06259,6964.569082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398.0940273@232.4469109855287_pos,0,0,0,0,0,0,0,0,0,26548.27423,27474.35601,25697.25204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398.0798676@221.7949527175646_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.8553549,0,0,0,0,0,0,9473.118255,13120.63295,13196.78913,0,0,0
397.9972677@262.3596519043231_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41049.74748,38157.08762,36154.94944,0,0,0,0,0,0,0,0,7791.272019
397.3838714@538.5910962518203_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.3837721@727.4422423665201_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38515.46866,36873.76134,36193.20309,51536.54152,49567.72361,47804.836,543.831948,363.7353242,963.3147887,2192.774207,590.6302201,822.2661726,90117.43641,91046.19993,46746.03154
397.3836573@590.0355860405612_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247928.0265,238061.4839,239050.8208,214781.688,207909.477,202654.1102,120597.9188,121506.7199,120663.2493,122391.8368,138797.8749,129532.7318,350966.8005,349447.453,341193.1589
397.380696@727.1463673618686_pos,14189.70607,14233.3457,13926.28627,2085.164371,4134.456997,1746.642231,13831.04014,13730.78394,12839.59731,35297.88692,34849.41737,34633.39785,29982.93928,29426.5229,29546.13925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.3805106@590.5719493997934_pos,134263.2878,137348.7893,138062.7991,194583.784,194863.2714,196906.5944,163633.9988,162092.5306,164345.697,168608.6718,173352.3203,168960.2088,234831.358,236960.0637,235750.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.3101233@521.4468224314578_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.3080455@327.9107323474677_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.3077432@341.8346533974835_pos,0,0,0,0,0,0,0,0,0,1700.624441,1665.778805,1213.100844,4696.265232,6293.962989,4926.471207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.3077309@297.7234860773537_pos,0,0,0,0,0,0,0,0,0,833.3948145,1272.049769,176.3747532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.2262655@611.2992698050145_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.2262454@590.7281224421995_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.2261774@567.8712331652391_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.2240589@471.6743220702141_neg,144472.9313,147725.8227,147846.7138,141808.6831,137202.0575,141339.8026,94741.38637,96397.70853,93174.60669,67794.15104,67303.20173,68475.41604,96609.47112,104495.0359,103546.1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.2231048@457.3046374067603_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62589.07227,63794.56174,64553.28278,73507.23872,73850.22398,74268.31444,79647.95905,81207.07416,82053.54649,62559.89172,75513.29593,65812.46101,71599.82879,71005.77247,60170.22831
