feature,Common-bean_G13094_cooked_pos_472025_011,Common-bean_G13094_cooked_pos_472025_012,Common-bean_G13094_cooked_pos_472025_013,Common-bean_G17162A_cooked_pos_472025_014,Common-bean_G17162A_cooked_pos_472025_015,Common-bean_G17162A_cooked_pos_472025_016,Common-bean_G4449_cooked_pos_472025_023,Common-bean_G4449_cooked_pos_472025_024,Common-bean_G4449_cooked_pos_472025_025,Lima-bean_G26506_cooked_pos_472025_017,Lima-bean_G26506_cooked_pos_472025_018,Lima-bean_G26506_cooked_pos_472025_019,Tepary-bean_G40084_cooked_pos_472025_020,Tepary-bean_G40084_cooked_pos_472025_021,Tepary-bean_G40084_cooked_pos_472025_022,Common-bean_G4449_019,Common-bean_G4449_020,Common-bean_G4449_021,Common-bean_G13094_022,Common-bean_G13094_023,Common-bean_G13094_024,Lima-bean_G26506_051,Lima-bean_G26506_052,Lima-bean_G26506_053,Common-bean_G17162A_038,Common-bean_G17162A_039,Common-bean_G17162A_040,Tepary-bean_G40084_085,Tepary-bean_G40084_086,Tepary-bean_G40084_087
Group,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw
397.2201022@455.7664694950626_pos,57773.581,56920.00922,57678.92289,63333.32078,63163.84306,63335.6308,60334.11462,59821.8677,61200.43413,56155.34251,55771.58198,54881.57447,65276.86439,67230.74637,66859.68886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.2019988@435.3431620683859_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17429.84553,21487.46756,21197.39039,38688.72557,37724.60257,36685.96737,7342.172151,2448.595118,18425.11986,11378.29781,17028.87751,7949.997509,29714.52357,28925.21275,22160.98569
397.2010458@483.2006851121328_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.1994362@434.2456157619148_pos,38742.72252,37802.51378,37894.54428,105119.7055,104045.425,92546.87731,30124.20431,29390.60179,29926.44051,25876.13017,26191.18162,24904.85534,32300.30738,32393.45991,31715.47995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.1986344@588.0133163871785_pos,16314.37227,16513.62846,17057.76349,36009.22524,35618.21973,35155.42982,13338.66208,13001.41085,13017.02661,19079.72897,19437.77694,18753.44148,21062.05911,21558.44385,21354.67267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.1983586@507.7611122742829_pos,4943.660532,6762.906317,6023.308336,9856.335688,9367.473225,9065.40277,4423.116082,3468.329155,2930.052752,4008.99022,2069.398707,1974.62159,4371.712413,2838.621707,2987.845541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.1920057@573.2134808879193_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49091.14466,48046.36779,47753.53255,52444.35915,49096.20488,49426.48663,51071.37753,51700.32925,50042.42623,16305.912,6434.694579,29780.83127,46523.80367,47019.81328,71562.76906
397.1887571@573.331893729112_pos,28765.99109,29701.15346,31266.77377,34589.62484,28582.85021,34348.59336,39120.24127,39960.60155,39452.88443,26204.54356,26495.21485,26379.03718,29976.45531,28364.49205,29957.67903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.1860992@226.8839619424105_neg,0,0,0,0,0,0,0,0,0,209.6503766,67.3799822,72.7608421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.18182@136.9208492020839_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142107.4342,139786.7706,141912.6538,0,0,0,0,0,0
397.1813669@119.9130886740347_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26041.68695,26362.44325,29237.98855,0,0,0,0,0,0
397.1720588@163.1535772900423_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3720.147905,2314.04729,2688.302063,10395.86843,0,0,0,0,0
397.1714033@181.6765377172926_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197.38239,2516.523656,1783.491406,43099.8406,41781.77711,42286.27435,0,0,148.2265572,48419.76606,46480.90358,45219.49593,907.9446099,1066.459303,0
397.1396774@315.5018060938453_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7530.011743,7903.754021,4327.934394,0,0,0
397.1237249@346.7725349511891_pos,0,0,0,52945.20169,53472.37563,52899.49324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.1086163@337.6858888892058_pos,0,0,0,24241.03685,25120.85404,16448.13512,0,0,0,0,0,0,241.6371119,258.1128492,263.6071691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.0980751@92.03385645430618_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943367.5095,936133.0488,934940.6928,195317.416,194312.2367,193664.1249
397.0962771@96.04615733187735_neg,3035.112427,6129.987428,4904.245191,78960.52022,77309.14478,76861.05557,906.4537874,1155.252121,1230.246231,7995.052051,7756.979398,8587.426045,174351.3181,186942.8621,184570.2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.0777801@350.9228546788629_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.0776576@237.3046482611301_neg,20851.32754,15239.03497,14729.27767,30373.44845,29316.59069,30295.73217,24070.97683,23693.35067,14619.94373,56101.42776,91569.6051,91012.53696,78.330305,160.6198982,73.58959327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.0776237@458.2443891729712_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15089.17384,8595.619872,14042.82533,226.3199829,291.3582343,388.6391011
397.076913@258.9970753394918_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.8868486,0,0,0,0,0,0,20326.10405,20032.68384,20474.87649,0,0,0
397.075364@191.3036511191455_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5419.654899,4451.639066,7563.667597,33605.66885,32041.86888,33228.37694,54150.84037,54935.45516,54789.1068,158.0372603,208.3326743,0,254133.1692,248751.2331,55528.9058
397.0747405@165.9696578510964_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.2041912,394.5317183,383.9532157
397.0727308@172.1065682116471_neg,22176.70915,22332.97949,23071.82576,1491.476287,1815.945075,1366.727945,6523.935498,6392.169903,6332.80059,28450.43761,27752.23038,28305.31899,7360.621332,9071.11011,8529.137343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.0715545@180.3565110580114_pos,29136.53553,29546.60939,29880.62736,13832.03169,13449.40358,14596.87263,18009.81357,17954.10977,18572.58982,21310.82268,30488.43648,30094.60322,20750.69725,20959.37595,21028.8086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.0715409@189.67430221222_pos,29136.53553,29546.60939,29880.62736,13832.03169,13449.40358,14596.87263,18009.81357,17954.10977,18572.58982,202175.6318,204852.0252,202775.2878,126434.9694,130437.0817,130540.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.022825@264.66105871274_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.64106606,48.34334717,47.3286916
396.1567271@180.8741717560644_neg,104132.595,104784.6672,104263.279,14836.2363,15647.61721,15307.20436,9415.995146,10266.88473,9692.678179,848.260764,932.4207622,736.0761008,6176.599945,5886.128608,6205.51548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396.1454069@482.4569523376488_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271764.9262,122740.2683,42166.44451,36140.21044,15818.03342,1863352.906,19594.75275,22571.72459,19120.37778,31265.09554,46910.63773,24348.71094,8106.498493,10290.85969,24361.22874
396.1436052@475.8539369001406_neg,158559.8987,157527.7401,163659.8304,160961.7027,153566.7204,157257.7223,123570.8658,125053.3189,123901.8246,87747.88193,77346.58756,77901.95394,108827.1263,112323.4827,103523.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.3681834@589.8753614782122_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127040.2001,133048.7514,132422.374,100841.0266,98869.25139,107679.8372,141141.5419,143532.1894,140591.0906,64367.95443,73186.99512,69695.22232,6222.489783,54672.37102,137152.8249
395.3681658@568.7809288615972_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157356.2027,153210.0067,155797.3468,181797.3834,173905.9644,175019.4881,128759.245,130495.8768,129095.5158,25724.65464,29531.12118,26824.65795,237040.8145,237371.3958,754413.6917
395.3680938@704.1530587306511_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117785.3976,115691.1692,120636.6244,214823.0042,205670.4356,199185.1899,20152.42312,19972.84352,20117.70014,351.9217307,407.5929839,203.4559993,122414.3693,116679.8517,287799.252
395.3680916@730.9135698432492_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31572.28137,29851.88617,31312.3516,38567.82174,38588.75547,37619.33353,1692.749681,288.4344051,646.0620158,0,0,195.7511565,41879.8096,42147.02785,27803.98738
395.3648949@569.354052338465_pos,292311.6025,290607.4135,298460.2153,62669.77735,63193.27394,62614.92673,161441.9351,159927.9485,161198.3764,216287.3904,217248.3637,216192.2808,206593.0134,205589.5161,206348.9565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.3648692@590.4772852548948_pos,71155.76909,72745.34941,73487.47286,82570.66538,82036.97807,82656.66073,64816.49552,66115.00537,66727.89571,74093.22218,76708.23033,79516.50639,44795.91852,46608.01054,30299.58879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.2437327@551.7780612059715_neg,34134.59195,34937.88358,35987.28415,30056.31653,28496.36125,30339.79942,28362.00905,28425.58985,28920.21756,15543.57226,15480.1016,15355.5865,13504.81111,14114.91585,13344.96374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.2416141@633.2647760534455_neg,14635.5676,15256.48492,15500.55412,10817.73838,10589.01056,10688.70143,12029.72037,11489.30739,11590.56569,3484.662437,3784.934688,4222.715404,4236.842476,4269.22029,3683.205763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.2414413@413.2015333539452_neg,34707.10946,35097.29065,35946.39081,27344.35973,26978.09608,26906.01948,27467.52501,27567.74642,27008.3874,19221.04905,18972.5883,18802.25129,28465.92021,29315.06821,29607.73154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.2349501@332.5962620303696_pos,73552.06871,73157.04264,74490.50968,11057.10818,11167.46421,11213.02387,4692.685369,7436.339155,6647.250942,27186.44145,26414.20738,25930.57792,21634.52832,21324.50871,21528.24056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.2049804@306.7363264240574_neg,3874.686496,5867.357505,6232.504683,41667.84948,40812.89186,40943.12332,56723.62237,56517.22523,54462.20241,895.5436663,437.4520668,311.1143886,1985.103686,4668.801367,3483.034549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.2026047@269.4530788129341_pos,8223.993515,7441.280909,8314.605595,17955.75607,17470.67686,17787.40975,21618.90461,21311.03587,21258.13083,24483.88823,24894.33161,24072.4126,167563.2643,170396.0152,171170.1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.1957525@144.3599599626015_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.191467@172.135104979827_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2711.728392,1239.87298,2540.687609
395.1911919@239.6553382727366_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.1910905@262.9872978197644_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.7812351,214.9682712,298.7569004
395.1908183@226.2830109399725_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.1666426@45.62983726172589_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321325.2523,327015.5796,321089.7757,0,0,0,0,0,0
395.166424@71.56372719604416_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5879.205587,34919.82865,34199.58154,0,0,0,0,0,0
395.1662129@147.7138066319859_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.1434531,0,131.1409824,7117.586028,707.2133655,1470.264503,0,230.4834601,0,0,0,0
395.1552699@176.3914752777158_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42889.75158,42481.14425,46620.26022,0,0,1302757.72,0,0,0,773587.2541,749569.3111,756259.155,62055.35294,62865.62808,62468.24464
395.1534604@181.876374059_neg,582255.8631,588924.5872,587431.6602,475070.6596,488413.9622,484531.8807,57042.4591,58428.85333,55502.67794,7930.252199,9544.841221,9823.864214,36685.63375,36230.40637,36620.63803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.1130595@146.9792547001123_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10006.10281,13812.05942,14821.61394,8500.696638,6990.908844,7485.301083,934.41711,881.4586753,484.9940017,0,720.5142773,1090.839984,21171.52099,25022.54338,27518.20066
395.0985838@146.9474553685914_neg,0,0,0,0,0,0,0,0,0,9671.16555,10002.48614,10843.01353,1265.511055,804.0922811,911.0760094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.0959909@233.7000433433589_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.095959@18.66815803916723_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425063.5961,431085.6157,426932.872,0,0,0,0,0,0
395.0942244@141.641952015399_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.9152353,86.24325599,51.73790797
395.0938843@159.7318624012216_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.6509447,99.1251572,152.0132177
395.0934342@169.8321206517334_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.0925639@207.6725630333694_pos,0,0,0,2160.064936,963.2568723,3318.31653,1628.128777,1049.897972,1378.418553,1196.456022,4153.173799,4021.447549,22336.79441,22862.00245,22838.15835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.0746765@232.1754078093696_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37999.23531,38323.75329,38232.40661,16410.09573,16543.21664,16475.37054,31402.31093,31423.25654,31397.95691,737.8792314,942.9542762,1012.641447,172899.4736,174249.8871,243697.9911
395.0618173@25.06106928930311_neg,194325.2551,195299.3905,199647.3059,219325.3781,209168.8338,213686.3627,85205.35895,86120.18128,83242.87846,8612.460933,8481.690419,10836.98354,208188.1386,219669.8841,220901.5652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.0363144@161.5248483683308_neg,0,0,0,0,0,0,0,0,0,67930.84008,65513.25622,66380.98739,111.5142878,101.5565144,183.4559146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.0282737@134.1298760975191_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4421.588826,4911.79835,4080.252917
395.0282151@160.583161395599_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.3456532,269.904866,65.84735365
394.887095@13.33651017326368_neg,26200.36627,26574.40158,26594.86233,30485.08534,29370.6412,30392.61665,21739.36953,22331.8949,21145.21595,14118.87952,13706.79532,13582.84834,25872.82497,26834.23989,26934.68026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.7428207@571.6717848894434_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.3555433@644.4183449690472_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20914.99828,18147.59538,17704.86444,3754.849031,7092.346446,2239.258818,0,0,0,0,0,0
394.2543586@354.155025392878_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.2543314@303.7605395887668_pos,129.5531001,245.1473643,112.3474817,5773.110159,4848.982425,4460.156109,155.7309688,291.0497735,547.1598722,15540.0705,15986.16148,15574.299,8477.119697,9164.232815,9014.656741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.2352506@628.3808842518482_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.1787229@326.8410526366282_pos,19744.87828,18885.5932,19652.89598,43685.76468,42393.76392,42165.32781,26553.2233,26629.60269,26277.86495,0,0,0,107.2408985,240.1490493,127.8944751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.1711137@155.771014101621_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21470.46537,20057.48259,20806.26608,0,0,0,0,0,0
394.1638508@74.48087123808287_pos,0,0,0,0,0,0,0,0,0,0,0,0,133602.6139,134838.3193,133528.7247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.1329862@53.5780961131219_neg,0,0,0,0,0,0,0,0,0,13673.66485,13695.52282,13514.89196,1032.474348,266.9930557,907.008852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.1304301@124.1346781593839_neg,0,0,0,0,0,0,0,0,0,81194.27121,74079.95185,73039.3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.1289493@79.84195735632491_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825485.373,1810325.344,1799160.524,2580550.891,2531088.609,2597079.537,194448.5694,195917.9017,194981.7364,3563.056291,2981251.032,2987506.906,6200247.003,6137845.573,6816208.024
394.1286364@51.27757191839369_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932351.745,0,0,0,0,0
394.1271287@68.717056012987_pos,1380881.073,1347829.54,1386143.884,1610919.78,1587398.571,1634836.067,1004133.007,990340.1987,1013958.23,382721.8507,398938.7436,385892.4405,5612700.129,5461841.261,5513169.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.1256099@88.74036945789113_pos,70914.59296,71070.113,68658.80811,106315.1989,103001.3805,110545.2246,65135.90982,62223.02036,65600.00514,66588.96617,67566.09843,65953.558,110426.4593,55162.50823,58723.61334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.1093666@150.3468588782724_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.6734102,917.7930265,201.2661338
394.1092906@108.5679175699353_neg,0,0,0,0,0,0,0,0,0,0,0,0,5499.769627,1228.885361,6627.715472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.0719155@211.6435718940988_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11487.21315,11526.14601,11747.23843
393.9839819@33.86511386937995_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88517.7083,84493.6364,80526.74903,74246.5677,68479.81887,69237.46221,119392.7408,122507.0934,121060,0,5357.987821,14248.17421,3994.399391,7367.2008,80538.39239
393.3535639@354.4259505225134_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9830.793824,4894.807793,702.0242536
393.3525409@406.1327320344406_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111490.9376,109534.0335,110851.359,120289.1698,117240.347,116643.8087,43164.48443,44650.56838,43729.34783,19391.52877,15255.33502,18905.39448,14687.98257,14131.69102,203.7934544
393.3525095@643.2956676120887_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57449.30835,55207.26053,59546.02476,30090.7121,31198.42051,30653.92976,0,0,0,0,0,0
393.3524669@627.3218498798105_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34497.17154,34872.64595,35026.33696,1091692.172,1051099.323,1013108.877,275619.354,281308.532,276094.6175,1051.295121,803.1365314,1902.273765,394.8050037,198.0575556,284.9650377
393.3523834@561.0730158508632_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.3522177,413.6547081,159.0780327,57325.58949,54734.32882,54755.22824,42387.17719,41813.0756,43094.59388,0,0,0,0,0,905.8532445
393.3493527@404.7342538978165_pos,31917.21429,32125.14049,32282.0409,21515.27503,20942.05017,23304.03696,17942.85681,13366.14431,19572.63294,1835.004198,3746.510164,3224.788485,526.7412653,239.3858633,611.211199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.349251@644.9749372243627_pos,15612.68938,20614.40034,18300.92579,0,0,0,0,0,0,29014.99493,28320.67226,28224.04595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.3491898@628.8836658150656_pos,471445.499,460548.9281,469615.6576,3225.158027,11124.26602,6967.575656,15136.97247,7972.056187,8358.216201,242339.5367,245194.559,240093.9473,280.1397915,243.4053795,107.3489641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.3491533@562.0166702726564_pos,21664.59193,22005.12844,23147.18291,0,0,0,120.0620671,261.4905678,238.1808008,49260.91294,48900.01863,48164.4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.3491239@352.8093748872255_pos,0,0,0,0,0,0,0,0,0,17503.03301,18477.72524,18073.98995,54196.94561,52692.37732,53249.17025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.3405887@670.4503966035007_pos,1345.717629,1073.055441,429.4134893,0,0,0,444.0430397,368.8884833,136.6394033,5005.01492,5362.176091,5178.169058,114.4086305,110.7827954,117.0889212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.2838504@423.9260367401357_pos,37668.62497,36826.44553,37799.39919,87206.55871,86355.65088,86651.58033,22793.86717,22673.76005,22497.53121,43615.10186,44031.50644,43034.67455,23488.76586,23729.12594,23990.71168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.2751991@474.9141131107178_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17924.12165,18420.15264,17418.31522
393.2273502@614.3355393185617_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.2073994@207.5003773083651_pos,36881.39347,38096.31908,38134.42975,73720.12888,73167.29494,75473.76112,40693.98163,40124.85473,40179.62474,40329.97667,42627.98375,42837.82103,78120.32754,78360.06668,81013.13305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.2040928@605.2440752473457_pos,12374.9748,13848.85,12148.53238,14951.00197,14207.14132,16225.37004,12033.24699,10726.91329,9984.063026,12444.27096,7897.615638,10062.24841,13082.78921,16241.43061,10891.63747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.1861291@264.9268512345199_pos,6257.582239,5335.456945,6676.330178,17111.928,16843.12638,14442.39709,16050.19386,15178.79367,19197.59351,6762.578019,7170.52677,6714.376619,11133.98811,8743.931229,9781.896548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.1759027@222.5900237387625_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271.946108,3258.028296,2528.159422,10431.02262,10780.5925,10557.74106
393.1758902@187.3153361939092_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.94874027,262.0893332,54.92362279
393.174041@251.580268679164_neg,5174.577406,8340.466435,8399.789986,4060.371403,5608.058826,3922.408591,1572.923486,1421.072685,1974.270102,74.04527483,86.68963974,217.3930571,29708.53328,31852.62589,31878.39905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.1709182@812.4737631338714_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5820.663292,5795.259215,2207.009257,982.6233532,2557.205607,50072.44186,9973.999041,3308.761767,947.8106352,299.7849905,151.7873071,154.9546575,1072.103328,286.4893154,1332.628237
393.1709171@628.1963679469434_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.1708877@798.9811066917634_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12246.11978,13802.89236,3650.138075,1353.890832,257.127105,30150.21562,25192.87101,1455.91282,1881.280813,168.6783277,155.0837004,584.5824114,1072.103328,651.2497642,389.4589882
393.1692114@497.3064497517022_neg,336284.363,339204.4831,345830.4926,375087.3382,362201.5352,370517.1092,272138.5386,270955.0442,263760.9124,197464.1653,193678.5824,194699.5085,240857.605,251976.6996,251208.6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.1526924@230.9381536160849_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19212.76992,20393.08616,15843.83993,22931.06438,23214.25169,23139.85673,270192.3973,270314.1377,267770.3203,11402.36878,13976.68492,5037.272832,2761.616175,2124.276926,2057.782244
393.1510947@252.9025951661732_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.0712399,0,0,0,0,106754.5244,110292.9316,104733.7987,0,0,0,0,0,0
393.1496419@228.5057166168682_pos,14263.79744,13635.49289,14099.21842,23470.96848,23075.1613,23156.83751,12988.36219,11873.91557,13200.90183,29643.62102,28853.33247,29971.16648,11168.48997,10763.90588,10493.10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.1155911@113.9110544600252_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29144.93457,25080.19606,25336.02503,153.2225061,0,0,170.3325309,177.1384944,0
393.1026157@22.48724620456134_neg,0,0,0,0,0,0,0,0,0,14084.07811,13587.14657,13368.30371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.1015815@33.79039665443857_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71094.82004,66014.51215,67496.0665,2252.469599,1211.576178,2066.767338,351.2806839,247.0391405,266.590615,5219.900479,7824.774143,1916.22799,198317.8326,198991.8775,1457.528242
393.0982226@24.8313614743431_pos,155685.0888,158554.1039,161000.2953,261869.5406,256394.252,257105.3545,84989.37547,84311.29208,86014.66978,119582.8963,122235.5006,125610.6171,252468.6571,254717.9178,257448.3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.0922203@145.1765232365711_neg,9379.112546,6454.653141,9073.945589,4731.231668,6691.504123,6454.252067,5477.099985,5371.751431,5731.070919,5164.720049,4703.365531,5232.169945,26755.49239,27493.07205,28084.69483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
